External_Id__c,Owner.External_Id__c,Account.External_Id__c,Contact.External_Id__c,CreatedDate__c,ClosedDate__c,Channel,Tier,Product_Family_KB__c,Priority,SLA,Reason,Type_of_Support__c,CSAT__c,Status,First_Contact_Close__c,Time_Open__c,Team__c,close_date_offset,account_case_ct,Offer_Voucher__c,Send_FieldService__c,IsEscalated
W_Case.463,W_Services_User.17,W_Account.1050,W_Contact.1050,2016-12-27 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,TVs,High,Violation,Documentation,Free,64.73168963,Closed,True,120,South Sales,6,175,False,False,false
W_Case.464,W_Services_User.10,W_Account.1050,W_Contact.1050,2017-01-08 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,Cables,High,Violation,Item Damaged,Basic,61.2893401,Closed,True,108,Central Sales,6,175,False,False,false
W_Case.465,W_Services_User.13,W_Account.1050,W_Contact.1050,2017-04-14 20:27:49,2017-04-26 20:27:49,Chat,Tier 2,Cables,Low,Compliant,Hardware Question,Basic,61.47715736,Closed,False,12,East Sales,6,175,False,True,true
W_Case.466,W_Services_User.16,W_Account.1050,W_Contact.1050,2017-02-01 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,Cameras,High,Violation,Item Damaged,Silver,72.74836838,Closed,False,84,South Sales,6,175,True,True,false
W_Case.467,W_Services_User.9,W_Account.1050,W_Contact.1050,2017-01-20 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,Cameras,Medium,Violation,Late Delivery,Silver,70.74691806,Closed,True,96,Central Sales,6,175,True,False,false
W_Case.468,W_Services_User.5,W_Account.1050,W_Contact.1050,2016-12-27 20:27:49,2017-04-26 20:27:49,Chat,Tier 2,Cameras,Medium,Violation,Item Damaged,Silver,72.2697607,Closed,True,120,West Sales,6,175,False,True,true
W_Case.469,W_Services_User.1,W_Account.1050,W_Contact.1050,2017-04-02 20:27:49,2017-04-26 20:27:49,Chat,Tier 2,Cameras,Low,Compliant,Item Damaged,Silver,70.65989848,Closed,True,24,West Sales,6,175,True,True,true
W_Case.470,W_Services_User.3,W_Account.1050,W_Contact.1050,2017-02-13 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,Cell Phones,High,Violation,Hardware Question,Silver,66.32342277,Closed,False,72,West Sales,6,175,True,True,false
W_Case.471,W_Services_User.8,W_Account.1050,W_Contact.1050,2017-03-09 20:27:49,2017-04-26 20:27:49,Chat,Tier 2,Cell Phones,Medium,Compliant,Item Damaged,Silver,67.51269036,Closed,True,48,Central Sales,6,175,True,True,true
W_Case.472,W_Services_User.13,W_Account.1050,W_Contact.1050,2016-12-27 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,Computers,High,Violation,Late Delivery,Free,66.82015954,Closed,True,120,East Sales,6,175,False,True,false
W_Case.473,W_Services_User.9,W_Account.1050,W_Contact.1050,2017-01-20 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,Computers,Medium,Violation,Late Delivery,Free,65.38433648,Closed,False,96,Central Sales,6,175,False,True,false
W_Case.474,W_Services_User.5,W_Account.1050,W_Contact.1050,2017-03-21 20:27:49,2017-04-26 20:27:49,Chat,Tier 3,Computers,Low,Compliant,Hardware Question,Free,72.56345178,Closed,False,36,West Sales,6,175,True,True,true
W_Case.475,W_Services_User.12,W_Account.1050,W_Contact.1050,2017-02-13 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,DVD Players,High,Violation,Late Delivery,Basic,62.1319797,Closed,False,72,East Sales,6,175,False,True,false
W_Case.476,W_Services_User.9,W_Account.1050,W_Contact.1050,2017-03-21 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,Headphones,High,Compliant,Late Delivery,Silver,67.35025381,Closed,True,36,Central Sales,6,175,False,False,false
W_Case.477,W_Services_User.7,W_Account.1050,W_Contact.1050,2017-04-14 20:27:49,2017-04-26 20:27:49,Chat,Tier 2,Headphones,Medium,Compliant,Late Delivery,Silver,63.02538071,Closed,True,12,Central Sales,6,175,False,False,true
W_Case.478,W_Services_User.10,W_Account.1050,W_Contact.1050,2017-02-13 20:27:49,2017-04-26 20:27:49,Chat,Tier 3,Headphones,Low,Violation,Late Delivery,Silver,64.21319797,Closed,False,72,Central Sales,6,175,True,True,true
W_Case.479,W_Services_User.12,W_Account.1050,W_Contact.1050,2017-04-02 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,Home Audio,High,Compliant,Hardware Question,Free,69.46337926,Closed,True,24,East Sales,6,175,True,True,false
W_Case.480,W_Services_User.18,W_Account.1050,W_Contact.1050,2017-02-25 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,Home Audio,High,Violation,Late Delivery,Free,70.83393764,Closed,False,60,South Sales,6,175,False,True,false
W_Case.481,W_Services_User.15,W_Account.1050,W_Contact.1050,2017-02-01 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,Home Audio,Medium,Violation,Hardware Question,Free,65.41696882,Closed,True,84,East Sales,6,175,False,True,false
W_Case.482,W_Services_User.7,W_Account.1050,W_Contact.1050,2017-04-02 20:27:49,2017-04-26 20:27:49,Chat,Tier 2,Home Audio,Medium,Compliant,Hardware Question,Free,64.2422045,Closed,True,24,Central Sales,6,175,False,False,true
W_Case.483,W_Services_User.9,W_Account.1050,W_Contact.1050,2017-04-14 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,Tablets,Medium,Compliant,Item Damaged,Platinum,67.91878173,Closed,True,12,Central Sales,6,175,False,False,false
W_Case.484,W_Services_User.3,W_Account.1050,W_Contact.1050,2017-03-09 20:27:49,2017-04-26 20:27:49,Chat,Tier 3,Tablets,Low,Compliant,Hardware Question,Platinum,76.21827411,Closed,False,48,West Sales,6,175,True,False,true
W_Case.485,W_Services_User.6,W_Account.1053,W_Contact.1053,2017-02-01 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,TVs,High,Violation,Late Delivery,Platinum,62.17548949,Closed,True,84,Central Sales,6,1,False,True,false
W_Case.486,W_Services_User.10,W_Account.1063,W_Contact.1063,2017-04-01 20:27:49,2017-04-25 20:27:49,Chat,Tier 2,Video Games,Low,Compliant,Hardware Question,Silver,60.42784627,Closed,True,24,Central Sales,7,2,False,True,true
W_Case.487,W_Services_User.7,W_Account.1065,W_Contact.1065,2017-01-31 20:27:49,2017-04-25 20:27:49,Chat,Tier 1,Cables,High,Violation,Item Damaged,Basic,60.9822335,Closed,False,84,Central Sales,7,7,False,False,false
W_Case.488,W_Services_User.10,W_Account.1071,W_Contact.1071,2016-12-26 20:27:49,2017-04-25 20:27:49,Chat,Tier 2,Cameras,Medium,Violation,Item Damaged,Silver,70.79042785,Closed,True,120,Central Sales,7,1,False,False,true
W_Case.489,W_Services_User.11,W_Account.1074,W_Contact.1074,2017-01-31 20:27:49,2017-04-25 20:27:49,Chat,Tier 1,Cell Phones,High,Violation,Item Damaged,Silver,65.85931835,Closed,False,84,East Sales,7,1,False,False,false
W_Case.490,W_Services_User.14,W_Account.1077,W_Contact.1077,2017-03-20 20:27:49,2017-04-25 20:27:49,Chat,Tier 2,Cell Phones,Medium,Compliant,Hardware Question,Silver,65.16316171,Closed,False,36,East Sales,7,1,True,False,true
W_Case.491,W_Services_User.1,W_Account.1078,W_Contact.1078,2017-04-13 20:27:49,2017-04-25 20:27:49,Chat,Tier 2,Cell Phones,Medium,Compliant,Late Delivery,Silver,68.20884699,Closed,False,12,West Sales,7,1,True,True,true
W_Case.492,W_Services_User.11,W_Account.1081,W_Contact.1081,2017-01-07 20:27:49,2017-04-25 20:27:49,Chat,Tier 1,Computers,High,Violation,Item Damaged,Free,66.10224801,Closed,True,108,East Sales,7,2,False,False,false
W_Case.493,W_Services_User.3,W_Account.1087,W_Contact.1087,2017-01-19 20:27:49,2017-04-25 20:27:49,Chat,Tier 3,Computers,Low,Violation,Item Damaged,Free,68.43546048,Closed,False,96,West Sales,7,1,True,False,true
W_Case.494,W_Services_User.14,W_Account.1089,W_Contact.1089,2017-02-24 20:27:49,2017-04-25 20:27:49,Chat,Tier 1,DVD Players,High,Violation,Late Delivery,Basic,61.92258883,Closed,True,60,East Sales,7,1,True,True,false
W_Case.495,W_Services_User.19,W_Account.1092,W_Contact.1092,2017-03-08 20:27:49,2017-04-25 20:27:49,Chat,Tier 2,DVD Players,Medium,Compliant,Late Delivery,Basic,66.30076142,Closed,False,48,South Sales,7,18,True,False,true
W_Case.496,W_Services_User.12,W_Account.1092,W_Contact.1092,2017-03-08 20:27:49,2017-04-25 20:27:49,Chat,Tier 1,Headphones,High,Compliant,Hardware Question,Silver,65.73604061,Closed,False,48,East Sales,7,18,True,False,false
W_Case.497,W_Services_User.15,W_Account.1092,W_Contact.1092,2017-04-13 20:27:49,2017-04-25 20:27:49,Chat,Tier 1,Home Audio,High,Compliant,Late Delivery,Free,68.81073241,Closed,False,12,East Sales,7,18,True,True,false
W_Case.498,W_Services_User.20,W_Account.1094,W_Contact.1094,2017-04-01 20:27:49,2017-04-25 20:27:49,Chat,Tier 2,Home Audio,Medium,Compliant,Late Delivery,Free,67.24437999,Closed,False,24,South Sales,7,2,True,False,true
W_Case.499,W_Services_User.15,W_Account.1096,W_Contact.1096,2017-03-20 20:27:49,2017-04-25 20:27:49,Chat,Tier 1,Tablets,Medium,Compliant,Late Delivery,Platinum,67.91878173,Closed,True,36,East Sales,7,7,True,True,false
W_Case.500,W_Services_User.7,W_Account.1096,W_Contact.1096,2016-12-26 20:27:49,2017-04-25 20:27:49,Chat,Tier 2,Tablets,Medium,Violation,Item Damaged,Platinum,66.85279188,Closed,True,120,Central Sales,7,7,False,True,true
