External_Id__c,Owner.External_Id__c,Account.External_Id__c,DateTimeCreated__c,CloseDate,Name,Products__c,StageName,Amount,Type
W_Services_Opportunity.141,W_Services_User.7,W_Services_Account.103,2016-02-15 16:57:33,2016-04-29 16:57:33,New Opportunity [2016-02-15 16:57:33],GC10001,Proposal/Quote,142300,New Business
W_Services_Opportunity.142,W_Services_User.17,W_Services_Account.6,2016-04-01 09:26:02,2016-06-20 09:26:02,New Opportunity [2016-04-01 09:26:02],GC50000,Needs Analysis,121500,New Business
W_Services_Opportunity.143,W_Services_User.20,W_Services_Account.513,2016-01-16 06:11:17,2016-06-17 06:11:17,New Opportunity [2016-01-16 06:11:17],GC20002,Proposal/Quote,140600,New Business
W_Services_Opportunity.144,W_Services_User.13,W_Services_Account.1053,2015-06-25 19:19:52,2015-12-04 19:19:52,New Opportunity [2015-06-25 19:19:52],GC10001,Qualification,184800,New Business
W_Services_Opportunity.145,W_Services_User.6,W_Services_Account.936,2016-12-19 05:49:40,2017-03-24 05:49:40,New Opportunity [2016-12-19 05:49:40],GC20002,Closed Won,114100,Add-On Business
W_Services_Opportunity.146,W_Services_User.2,W_Services_Account.249,2016-11-15 09:41:43,2017-05-10 09:41:43,New Opportunity [2016-11-15 09:41:43],GC5000 series,Negotiation,128900,Add-On Business
W_Services_Opportunity.147,W_Services_User.12,W_Services_Account.658,2016-10-03 08:35:21,2017-02-19 08:35:21,New Opportunity [2016-10-03 08:35:21],GC5000 series,Needs Analysis,118100,Renewal
W_Services_Opportunity.148,W_Services_User.16,W_Services_Account.288,2016-11-27 12:44:57,2017-01-26 12:44:57,New Opportunity [2016-11-27 12:44:57],GC5000 series,Qualification,151600,New Business
W_Services_Opportunity.149,W_Services_User.11,W_Services_Account.1063,2016-07-22 03:16:50,2016-12-24 03:16:50,New Opportunity [2016-07-22 03:16:50],GC20002,Negotiation,147800,Services
W_Services_Opportunity.150,W_Services_User.1,W_Services_Account.1097,2015-10-23 20:17:32,2016-04-14 20:17:32,New Opportunity [2015-10-23 20:17:32],GC20002,Closed Won,95200,Add-On Business
W_Services_Opportunity.151,W_Services_User.14,W_Services_Account.633,2016-08-18 01:53:03,2017-03-14 01:53:03,New Opportunity [2016-08-18 01:53:03],GC1000 series,Proposal/Quote,127100,Services
W_Services_Opportunity.152,W_Services_User.13,W_Services_Account.791,2015-04-29 10:49:15,2015-11-23 10:49:15,New Opportunity [2015-04-29 10:49:15],GC1000 series,Closed Won,224800,New Business
W_Services_Opportunity.153,W_Services_User.17,W_Services_Account.245,2015-05-23 00:14:59,2015-11-21 00:14:59,New Opportunity [2015-05-23 00:14:59],GC50000,Needs Analysis,197400,New Business
W_Services_Opportunity.154,W_Services_User.8,W_Services_Account.997,2016-04-19 17:34:17,2016-07-28 17:34:17,New Opportunity [2016-04-19 17:34:17],GC5000 series,Closed Won,115200,Renewal
W_Services_Opportunity.155,W_Services_User.12,W_Services_Account.67,2015-06-27 00:18:17,2015-09-17 00:18:17,New Opportunity [2015-06-27 00:18:17],GC20002,Closed Won,167200,Add-On Business
W_Services_Opportunity.156,W_Services_User.19,W_Services_Account.463,2016-06-14 22:05:25,2016-09-30 22:05:25,New Opportunity [2016-06-14 22:05:25],GC50000,Qualification,191800,New Business
W_Services_Opportunity.157,W_Services_User.9,W_Services_Account.157,2016-07-08 22:54:20,2016-09-16 22:54:20,New Opportunity [2016-07-08 22:54:20],GC1000 series,Qualification,131100,Add-On Business
W_Services_Opportunity.158,W_Services_User.3,W_Services_Account.827,2015-07-19 23:08:32,2016-01-17 23:08:32,New Opportunity [2015-07-19 23:08:32],GC1000 series,Needs Analysis,132200,Services
W_Services_Opportunity.159,W_Services_User.16,W_Services_Account.471,2015-07-12 23:12:32,2015-12-08 23:12:32,New Opportunity [2015-07-12 23:12:32],GC50000,Closed Won,117500,Renewal
W_Services_Opportunity.160,W_Services_User.18,W_Services_Account.929,2016-08-27 17:44:52,2017-03-20 17:44:52,New Opportunity [2016-08-27 17:44:52],GC1000 series,Closed Won,126800,Add-On Business
W_Services_Opportunity.161,W_Services_User.12,W_Services_Account.505,2015-04-19 13:01:03,2015-08-24 13:01:03,New Opportunity [2015-04-19 13:01:03],GC5000 series,Proposal/Quote,150300,New Business
W_Services_Opportunity.162,W_Services_User.18,W_Services_Account.310,2015-10-05 09:20:53,2016-02-28 09:20:53,New Opportunity [2015-10-05 09:20:53],GC10001,Proposal/Quote,185200,Add-On Business
W_Services_Opportunity.163,W_Services_User.16,W_Services_Account.1094,2015-01-18 05:51:09,2015-05-08 05:51:09,New Opportunity [2015-01-18 05:51:09],GC20002,Qualification,188500,New Business
W_Services_Opportunity.164,W_Services_User.16,W_Services_Account.1053,2015-08-23 03:30:53,2015-12-01 03:30:53,New Opportunity [2015-08-23 03:30:53],GC20002,Closed Won,129000,New Business
W_Services_Opportunity.165,W_Services_User.19,W_Services_Account.435,2015-06-11 10:08:51,2015-10-25 10:08:51,New Opportunity [2015-06-11 10:08:51],GC50000,Proposal/Quote,117800,New Business
W_Services_Opportunity.166,W_Services_User.4,W_Services_Account.858,2015-06-08 11:27:13,2015-11-20 11:27:13,New Opportunity [2015-06-08 11:27:13],GC20002,Qualification,142800,New Business
W_Services_Opportunity.167,W_Services_User.5,W_Services_Account.474,2016-12-15 01:30:29,2017-03-20 01:30:29,New Opportunity [2016-12-15 01:30:29],GC10001,Closed Lost,122000,Add-On Business
W_Services_Opportunity.168,W_Services_User.5,W_Services_Account.922,2016-10-02 15:41:26,2017-03-03 15:41:26,New Opportunity [2016-10-02 15:41:26],GC50000,Closed Lost,144500,Services
W_Services_Opportunity.169,W_Services_User.9,W_Services_Account.434,2015-07-23 00:10:27,2015-10-22 00:10:27,New Opportunity [2015-07-23 00:10:27],GC50000,Proposal/Quote,169800,Renewal
W_Services_Opportunity.170,W_Services_User.11,W_Services_Account.737,2016-10-02 03:23:45,2017-03-02 03:23:45,New Opportunity [2016-10-02 03:23:45],GC10001,Needs Analysis,132100,Add-On Business
W_Services_Opportunity.171,W_Services_User.5,W_Services_Account.258,2016-01-27 22:10:40,2016-04-28 22:10:40,New Opportunity [2016-01-27 22:10:40],GC1000 series,Qualification,83000,New Business
W_Services_Opportunity.172,W_Services_User.17,W_Services_Account.519,2015-08-08 00:07:20,2016-02-15 00:07:20,New Opportunity [2015-08-08 00:07:20],GC5000 series,Needs Analysis,126000,New Business
W_Services_Opportunity.173,W_Services_User.13,W_Services_Account.1049,2015-06-17 14:53:31,2015-11-03 14:53:31,New Opportunity [2015-06-17 14:53:31],GC50000,Qualification,157300,Services
W_Services_Opportunity.174,W_Services_User.4,W_Services_Account.929,2016-07-24 10:48:54,2017-01-02 10:48:54,New Opportunity [2016-07-24 10:48:54],GC10001,Closed Won,125100,Add-On Business
W_Services_Opportunity.175,W_Services_User.9,W_Services_Account.839,2015-07-29 14:28:54,2016-01-09 14:28:54,New Opportunity [2015-07-29 14:28:54],GC50000,Proposal/Quote,176000,Add-On Business
W_Services_Opportunity.176,W_Services_User.7,W_Services_Account.589,2015-02-07 16:26:08,2015-09-03 16:26:08,New Opportunity [2015-02-07 16:26:08],GC1000 series,Closed Lost,135800,New Business
W_Services_Opportunity.177,W_Services_User.10,W_Services_Account.879,2016-12-25 19:27:09,2017-02-28 19:27:09,New Opportunity [2016-12-25 19:27:09],GC1000 series,Needs Analysis,113700,New Business
W_Services_Opportunity.178,W_Services_User.12,W_Services_Account.51,2016-01-18 13:52:28,2016-03-20 13:52:28,New Opportunity [2016-01-18 13:52:28],GC50000,Proposal/Quote,189400,Add-On Business
W_Services_Opportunity.179,W_Services_User.11,W_Services_Account.136,2015-06-30 17:34:13,2015-09-11 17:34:13,New Opportunity [2015-06-30 17:34:13],GC10001,Needs Analysis,160900,Add-On Business
W_Services_Opportunity.180,W_Services_User.12,W_Services_Account.634,2015-08-25 16:53:43,2016-02-12 16:53:43,New Opportunity [2015-08-25 16:53:43],GC50000,Needs Analysis,53600,Add-On Business
W_Services_Opportunity.181,W_Services_User.17,W_Services_Account.827,2015-08-04 13:12:59,2016-01-25 13:12:59,New Opportunity [2015-08-04 13:12:59],GC10001,Negotiation,128100,New Business
W_Services_Opportunity.182,W_Services_User.13,W_Services_Account.605,2016-11-20 04:40:06,2017-05-15 04:40:06,New Opportunity [2016-11-20 04:40:06],GC50000,Qualification,132600,New Business
W_Services_Opportunity.183,W_Services_User.14,W_Services_Account.559,2015-05-04 22:10:13,2015-11-26 22:10:13,New Opportunity [2015-05-04 22:10:13],GC20002,Qualification,108600,New Business
W_Services_Opportunity.184,W_Services_User.6,W_Services_Account.135,2016-10-29 15:07:19,2017-03-11 15:07:19,New Opportunity [2016-10-29 15:07:19],GC1000 series,Needs Analysis,136700,New Business
W_Services_Opportunity.185,W_Services_User.12,W_Services_Account.154,2016-09-17 02:26:11,2017-04-10 02:26:11,New Opportunity [2016-09-17 02:26:11],GC10001,Negotiation,168900,Renewal
W_Services_Opportunity.186,W_Services_User.15,W_Services_Account.510,2016-12-15 14:46:18,2017-06-10 14:46:18,New Opportunity [2016-12-15 14:46:18],GC50000,Closed Lost,145000,New Business
W_Services_Opportunity.187,W_Services_User.11,W_Services_Account.183,2016-04-17 05:13:01,2016-10-08 05:13:01,New Opportunity [2016-04-17 05:13:01],GC20002,Qualification,98200,Add-On Business
W_Services_Opportunity.188,W_Services_User.9,W_Services_Account.314,2016-09-22 12:52:13,2017-02-11 12:52:13,New Opportunity [2016-09-22 12:52:13],GC10001,Closed Lost,141500,Add-On Business
W_Services_Opportunity.189,W_Services_User.3,W_Services_Account.944,2016-09-27 21:38:02,2017-03-28 21:38:02,New Opportunity [2016-09-27 21:38:02],GC1000 series,Negotiation,117700,Services
W_Services_Opportunity.190,W_Services_User.12,W_Services_Account.859,2015-06-30 06:00:46,2015-09-20 06:00:46,New Opportunity [2015-06-30 06:00:46],GC50000,Qualification,208900,Add-On Business
W_Services_Opportunity.191,W_Services_User.17,W_Services_Account.412,2015-04-05 02:09:59,2015-06-08 02:09:59,New Opportunity [2015-04-05 02:09:59],GC5000 series,Qualification,92100,New Business
W_Services_Opportunity.192,W_Services_User.12,W_Services_Account.876,2016-05-23 19:45:06,2016-07-22 19:45:06,New Opportunity [2016-05-23 19:45:06],GC1000 series,Needs Analysis,182000,New Business
W_Services_Opportunity.193,W_Services_User.10,W_Services_Account.936,2015-02-07 03:16:31,2015-07-29 03:16:31,New Opportunity [2015-02-07 03:16:31],GC20002,Qualification,155400,New Business
W_Services_Opportunity.194,W_Services_User.19,W_Services_Account.715,2016-02-19 23:49:07,2016-07-10 23:49:07,New Opportunity [2016-02-19 23:49:07],GC50000,Needs Analysis,183200,New Business
W_Services_Opportunity.195,W_Services_User.1,W_Services_Account.607,2016-12-06 22:29:03,2017-04-25 22:29:03,New Opportunity [2016-12-06 22:29:03],GC50000,Qualification,149800,New Business
W_Services_Opportunity.196,W_Services_User.1,W_Services_Account.800,2016-03-21 13:29:18,2016-10-06 13:29:18,New Opportunity [2016-03-21 13:29:18],GC10001,Closed Lost,113800,New Business
W_Services_Opportunity.197,W_Services_User.9,W_Services_Account.310,2016-04-30 13:17:07,2016-07-15 13:17:07,New Opportunity [2016-04-30 13:17:07],GC20002,Needs Analysis,130400,New Business
W_Services_Opportunity.198,W_Services_User.5,W_Services_Account.219,2016-11-20 21:13:37,2017-03-03 21:13:37,New Opportunity [2016-11-20 21:13:37],GC10001,Negotiation,105800,Services
W_Services_Opportunity.199,W_Services_User.8,W_Services_Account.1016,2016-05-06 15:43:08,2016-11-29 15:43:08,New Opportunity [2016-05-06 15:43:08],GC20002,Closed Won,173500,Add-On Business
W_Services_Opportunity.200,W_Services_User.2,W_Services_Account.713,2015-04-13 05:05:23,2015-07-18 05:05:23,New Opportunity [2015-04-13 05:05:23],GC20002,Negotiation,138700,New Business
W_Services_Opportunity.201,W_Services_User.4,W_Services_Account.36,2015-09-27 15:02:36,2015-12-26 15:02:36,New Opportunity [2015-09-27 15:02:36],GC10001,Closed Lost,114300,Renewal
W_Services_Opportunity.202,W_Services_User.6,W_Services_Account.375,2016-03-08 06:48:23,2016-09-05 06:48:23,New Opportunity [2016-03-08 06:48:23],GC50000,Closed Lost,90600,New Business
W_Services_Opportunity.203,W_Services_User.17,W_Services_Account.35,2015-05-10 12:42:06,2015-10-17 12:42:06,New Opportunity [2015-05-10 12:42:06],GC50000,Qualification,100000,Add-On Business
W_Services_Opportunity.204,W_Services_User.3,W_Services_Account.597,2016-09-24 04:01:23,2016-12-28 04:01:23,New Opportunity [2016-09-24 04:01:23],GC1000 series,Qualification,98800,Add-On Business
W_Services_Opportunity.205,W_Services_User.20,W_Services_Account.345,2016-12-10 16:46:09,2017-06-25 16:46:09,New Opportunity [2016-12-10 16:46:09],GC5000 series,Needs Analysis,96600,New Business
W_Services_Opportunity.206,W_Services_User.9,W_Services_Account.627,2016-10-25 12:57:13,2017-05-09 12:57:13,New Opportunity [2016-10-25 12:57:13],GC50000,Proposal/Quote,114300,Add-On Business
W_Services_Opportunity.207,W_Services_User.11,W_Services_Account.126,2015-03-06 04:00:05,2015-07-13 04:00:05,New Opportunity [2015-03-06 04:00:05],GC10001,Proposal/Quote,134100,Renewal
W_Services_Opportunity.208,W_Services_User.5,W_Services_Account.136,2016-05-20 07:44:31,2016-12-07 07:44:31,New Opportunity [2016-05-20 07:44:31],GC10001,Needs Analysis,143000,New Business
W_Services_Opportunity.209,W_Services_User.1,W_Services_Account.294,2016-11-27 16:10:41,2017-03-02 16:10:41,New Opportunity [2016-11-27 16:10:41],GC1000 series,Qualification,116200,New Business
W_Services_Opportunity.210,W_Services_User.19,W_Services_Account.37,2016-08-08 20:25:38,2017-02-13 20:25:38,New Opportunity [2016-08-08 20:25:38],GC10001,Qualification,104200,New Business
W_Services_Opportunity.211,W_Services_User.17,W_Services_Account.1049,2016-12-29 17:49:57,2017-05-31 17:49:57,New Opportunity [2016-12-29 17:49:57],GC10001,Closed Lost,157300,Renewal
W_Services_Opportunity.212,W_Services_User.16,W_Services_Account.23,2016-11-24 19:02:29,2017-05-22 19:02:29,New Opportunity [2016-11-24 19:02:29],GC20002,Proposal/Quote,153200,Renewal
W_Services_Opportunity.213,W_Services_User.1,W_Services_Account.50,2015-05-12 12:37:59,2015-11-11 12:37:59,New Opportunity [2015-05-12 12:37:59],GC10001,Needs Analysis,86400,Services
W_Services_Opportunity.214,W_Services_User.6,W_Services_Account.280,2016-11-20 15:39:38,2017-02-04 15:39:38,New Opportunity [2016-11-20 15:39:38],GC10001,Qualification,69400,New Business
W_Services_Opportunity.215,W_Services_User.10,W_Services_Account.1049,2015-07-27 23:34:26,2015-10-05 23:34:26,New Opportunity [2015-07-27 23:34:26],GC5000 series,Negotiation,151400,New Business
W_Services_Opportunity.216,W_Services_User.3,W_Services_Account.765,2015-09-04 20:24:45,2015-12-15 20:24:45,New Opportunity [2015-09-04 20:24:45],GC50000,Closed Won,89400,Add-On Business
W_Services_Opportunity.217,W_Services_User.16,W_Services_Account.103,2016-01-03 13:23:11,2016-05-17 13:23:11,New Opportunity [2016-01-03 13:23:11],GC5000 series,Needs Analysis,128400,New Business
W_Services_Opportunity.218,W_Services_User.20,W_Services_Account.601,2016-08-16 03:19:16,2017-03-08 03:19:16,New Opportunity [2016-08-16 03:19:16],GC20002,Negotiation,127100,Add-On Business
W_Services_Opportunity.219,W_Services_User.4,W_Services_Account.125,2015-03-28 12:05:45,2015-07-03 12:05:45,New Opportunity [2015-03-28 12:05:45],GC5000 series,Closed Lost,142700,New Business
W_Services_Opportunity.220,W_Services_User.1,W_Services_Account.451,2015-10-12 22:36:06,2016-02-14 22:36:06,New Opportunity [2015-10-12 22:36:06],GC20002,Proposal/Quote,167200,Add-On Business
W_Services_Opportunity.221,W_Services_User.9,W_Services_Account.589,2015-01-28 03:16:09,2015-07-20 03:16:09,New Opportunity [2015-01-28 03:16:09],GC5000 series,Qualification,171400,New Business
W_Services_Opportunity.222,W_Services_User.2,W_Services_Account.597,2016-04-30 23:21:57,2016-10-08 23:21:57,New Opportunity [2016-04-30 23:21:57],GC1000 series,Negotiation,118700,Add-On Business
W_Services_Opportunity.223,W_Services_User.11,W_Services_Account.859,2016-11-21 00:09:41,2017-04-26 00:09:41,New Opportunity [2016-11-21 00:09:41],GC1000 series,Closed Won,157600,Add-On Business
W_Services_Opportunity.224,W_Services_User.14,W_Services_Account.1074,2016-03-16 15:13:56,2016-09-28 15:13:56,New Opportunity [2016-03-16 15:13:56],GC50000,Closed Won,67200,Services
W_Services_Opportunity.225,W_Services_User.19,W_Services_Account.539,2016-02-28 01:02:36,2016-08-25 01:02:36,New Opportunity [2016-02-28 01:02:36],GC50000,Qualification,137800,New Business
W_Services_Opportunity.226,W_Services_User.10,W_Services_Account.130,2016-04-20 09:31:40,2016-09-11 09:31:40,New Opportunity [2016-04-20 09:31:40],GC5000 series,Qualification,182200,Add-On Business
W_Services_Opportunity.227,W_Services_User.4,W_Services_Account.332,2016-06-30 12:43:58,2016-12-23 12:43:58,New Opportunity [2016-06-30 12:43:58],GC5000 series,Closed Won,150700,New Business
W_Services_Opportunity.228,W_Services_User.4,W_Services_Account.926,2015-08-12 05:56:19,2015-11-10 05:56:19,New Opportunity [2015-08-12 05:56:19],GC10001,Proposal/Quote,172700,New Business
W_Services_Opportunity.229,W_Services_User.13,W_Services_Account.35,2015-05-22 23:11:43,2015-09-02 23:11:43,New Opportunity [2015-05-22 23:11:43],GC1000 series,Proposal/Quote,153900,New Business
W_Services_Opportunity.230,W_Services_User.8,W_Services_Account.513,2015-08-04 10:35:32,2016-02-25 10:35:32,New Opportunity [2015-08-04 10:35:32],GC50000,Qualification,112000,Add-On Business
W_Services_Opportunity.231,W_Services_User.15,W_Services_Account.1097,2016-08-21 10:17:37,2016-12-21 10:17:37,New Opportunity [2016-08-21 10:17:37],GC10001,Qualification,124900,Add-On Business
W_Services_Opportunity.232,W_Services_User.14,W_Services_Account.384,2015-12-01 08:04:36,2016-02-17 08:04:36,New Opportunity [2015-12-01 08:04:36],GC20002,Closed Lost,228500,Services
W_Services_Opportunity.233,W_Services_User.8,W_Services_Account.608,2016-06-11 10:55:31,2016-08-11 10:55:31,New Opportunity [2016-06-11 10:55:31],GC1000 series,Needs Analysis,174200,New Business
W_Services_Opportunity.234,W_Services_User.12,W_Services_Account.398,2015-05-09 03:47:17,2015-11-03 03:47:17,New Opportunity [2015-05-09 03:47:17],GC10001,Negotiation,212300,New Business
W_Services_Opportunity.235,W_Services_User.4,W_Services_Account.314,2016-09-06 10:25:00,2017-03-21 10:25:00,New Opportunity [2016-09-06 10:25:00],GC20002,Needs Analysis,111500,Renewal
W_Services_Opportunity.236,W_Services_User.5,W_Services_Account.1087,2016-07-30 21:27:21,2017-02-10 21:27:21,New Opportunity [2016-07-30 21:27:21],GC10001,Needs Analysis,90600,New Business
W_Services_Opportunity.237,W_Services_User.3,W_Services_Account.917,2016-07-21 22:28:37,2016-12-05 22:28:37,New Opportunity [2016-07-21 22:28:37],GC50000,Needs Analysis,137200,Services
