What.External_Id__c,Owner.External_Id__c,CreatedDate__c,ActivityDate,External_Id__c,TaskSubtype,CallDurationInSeconds,CallDisposition,CallType,Status,Priority,Subject
W_Opportunity.2951,W_User.1,2016-04-30 09:29:10,2016-04-30,W_Sales_Task.164,Task,1070,Call Successful,Inbound,On Hold,Normal,Call with Director of Sales
W_Opportunity.2951,W_User.1,2016-05-05 14:30:30,2016-05-06,W_Sales_Task.165,Task,2870,No Answer,Inbound,In Progress,Normal,Send Updated Pricing
W_Opportunity.3027,W_User.1,2017-01-25 03:23:42,2017-02-05,W_Sales_Task.166,Task,1050,Call Successful,Outbound,Not Started,Normal,Update with Customer
W_Opportunity.3027,W_User.1,2017-01-25 13:35:32,2017-02-01,W_Sales_Task.167,Task,260,Call Successful,Internal,In Progress,Normal,Sales Presentation to Project Team
W_Opportunity.3041,W_User.20,2016-10-24 11:49:29,2016-10-26,W_Sales_Task.168,Task,950,Appointment Set,Inbound,Completed,Normal,Call Connect with VP of Sales
W_Opportunity.3054,W_User.14,2015-12-25 10:05:51,2015-12-28,W_Sales_Task.169,Call,2860,Appointment Set,Internal,On Hold,Normal,Sales Presentation to Project Team
W_Opportunity.3089,W_User.20,2017-04-27 10:00:57,2017-04-27,W_Sales_Task.170,Email,1560,Appointment Set,Outbound,In Progress,Normal,Notes From Discussion with VP of Finance
W_Opportunity.3089,W_User.20,2017-04-25 05:08:41,2017-04-25,W_Sales_Task.171,Task,810,Left Message,Inbound,In Progress,Normal,Cold Call to Director of Operations
W_Opportunity.3128,W_User.4,2015-08-21 01:13:40,2015-08-23,W_Sales_Task.172,Task,2380,Call Successful,Internal,Completed,Normal,Channel Plan Status Call
W_Opportunity.3196,W_User.18,2017-05-03 11:39:08,2017-05-15,W_Sales_Task.173,Email,3060,Appointment Set,Outbound,Open,Normal,Negotiate Terms
W_Opportunity.3208,W_User.1,2016-04-23 05:23:36,2016-05-03,W_Sales_Task.174,Call,130,Appointment Set,Inbound,Completed,Normal,Review Social Listening and Identify Keywords
W_Opportunity.3238,W_User.5,2016-10-07 01:45:01,2016-10-16,W_Sales_Task.175,Task,1050,Call Successful,Outbound,In Progress,High,Develop Account Plan
W_Opportunity.3259,W_User.18,2015-10-13 20:23:51,2015-10-18,W_Sales_Task.176,Task,2910,Busy,Inbound,On Hold,Normal,Notes from Discovery Meeting
W_Opportunity.3261,W_User.19,2015-11-03 18:03:16,2015-11-11,W_Sales_Task.177,Task,1140,Call Successful,Inbound,Completed,Normal,Discovery Call with Customer
W_Opportunity.3287,W_User.15,2016-02-14 23:04:56,2016-02-15,W_Sales_Task.178,Task,900,Busy,Inbound,Not Started,High,Check-in with Customer
W_Opportunity.3332,W_User.5,2017-03-31 03:37:20,2017-04-04,W_Sales_Task.179,Task,3110,Appointment Set,Outbound,Completed,Normal,Discovery Meeting Request
W_Opportunity.3332,W_User.5,2017-03-30 16:18:15,2017-04-04,W_Sales_Task.180,Task,3180,Appointment Set,Inbound,Completed,Normal,Send Quote
W_Opportunity.3352,W_User.18,2015-11-05 10:55:24,2015-11-12,W_Sales_Task.181,Task,770,Call Successful,Inbound,Open,Normal,Notes from Discovery Meeting
W_Opportunity.3352,W_User.18,2015-11-11 04:24:56,2015-11-22,W_Sales_Task.182,Task,550,Call Successful,Outbound,Not Started,Normal,Left Voicemail
W_Opportunity.3365,W_User.6,2016-05-08 07:17:33,2016-05-18,W_Sales_Task.183,Task,1640,Call Successful,Inbound,In Progress,Normal,Send Revised Pricing to Customer
W_Opportunity.3395,W_User.16,2017-02-22 00:00:00,2017-02-22,W_Sales_Task.184,Task,1600,Appointment Set,Outbound,In Progress,Normal,Connect with VP of Sales
W_Opportunity.3395,W_User.16,2017-02-22 00:00:00,2017-03-03,W_Sales_Task.185,Task,380,Appointment Set,Outbound,Completed,Normal,Request Needs List
W_Opportunity.3403,W_User.19,2016-08-05 01:10:47,2016-08-15,W_Sales_Task.186,Task,2740,Call Unsuccessful,Inbound,Completed,Normal,Review Ad Text Options for A/B Testing
W_Opportunity.3403,W_User.19,2016-08-30 09:19:18,2016-09-01,W_Sales_Task.187,Task,1500,Call Successful,Internal,On Hold,Normal,Review Current Results and Revise ROI
W_Opportunity.3437,W_User.19,2017-05-22 00:00:00,2017-05-28,W_Sales_Task.188,Task,3330,Busy,Internal,In Progress,Normal,Social Media Strategy Meeting
W_Opportunity.3437,W_User.19,2017-05-22 00:00:00,2017-05-27,W_Sales_Task.189,Task,1400,Call Successful,Inbound,In Progress,Normal,Qualification Notes from Meeting
W_Opportunity.3457,W_User.17,2015-10-24 19:29:18,2015-10-26,W_Sales_Task.190,Task,320,Call Successful,Internal,Not Started,Normal,Check In with Customer
W_Opportunity.3465,W_User.20,2017-01-10 06:21:33,2017-01-20,W_Sales_Task.191,Task,3520,Appointment Set,Outbound,In Progress,Normal,Touch Base with Champion
W_Opportunity.3465,W_User.20,2017-01-21 11:32:07,2017-01-24,W_Sales_Task.192,Task,2290,Appointment Set,Outbound,In Progress,Normal,Finalize Contract
W_Opportunity.3466,W_User.17,2017-04-14 16:45:03,2017-04-19,W_Sales_Task.193,Task,3550,Appointment Set,Internal,Completed,Normal,Qualification Notes
W_Opportunity.3491,W_User.19,2017-03-22 17:52:36,2017-03-25,W_Sales_Task.194,Task,310,Left Voicemail,Inbound,In Progress,Normal,Engage Featured Speaker for Webinar
W_Opportunity.3502,W_User.17,2016-01-06 07:29:49,2016-01-07,W_Sales_Task.195,Task,2620,Call Successful,Outbound,Not Started,Normal,Generate Quote with T&C's
W_Opportunity.3502,W_User.17,2016-01-20 19:44:45,2016-01-23,W_Sales_Task.196,Email,2220,Appointment Set,Inbound,Open,Normal,Demonstration to Key Stakeholders
W_Opportunity.3528,W_User.15,2016-08-29 00:00:00,2016-08-30,W_Sales_Task.197,Task,1310,Left Voicemail,Inbound,Not Started,Normal,Post-Meeting Follow-Up
W_Opportunity.3528,W_User.15,2016-08-29 00:00:00,2016-09-01,W_Sales_Task.198,Task,3160,Appointment Set,Internal,In Progress,Normal,Lead Source Details
W_Opportunity.3558,W_User.2,2016-01-04 20:18:21,2016-01-11,W_Sales_Task.199,Task,1990,Left Message,Inbound,Completed,Normal,Cold Call to Director of Services
W_Opportunity.3558,W_User.2,2016-02-02 13:20:16,2016-02-03,W_Sales_Task.200,Task,2920,Appointment Set,Inbound,In Progress,Normal,Qualification Meeting Notes
W_Opportunity.3563,W_User.16,2016-12-13 08:29:24,2016-12-26,W_Sales_Task.201,Task,920,Call Successful,Inbound,Completed,Normal,Review Campaign Success and Plan Next Phase
W_Opportunity.3563,W_User.16,2016-11-29 03:05:14,2016-12-06,W_Sales_Task.202,Task,2340,Call Unsuccessful,Internal,On Hold,Normal,Review Job Requisition
W_Opportunity.3662,W_User.4,2016-02-05 09:58:45,2016-02-07,W_Sales_Task.203,Task,2080,No Answer,Internal,Completed,Normal,Follow Up To My Message
W_Opportunity.3676,W_User.1,2016-02-19 02:57:31,2016-02-25,W_Sales_Task.204,Task,2950,Appointment Set,Internal,On Hold,Normal,Send Updated Pricing
W_Opportunity.3676,W_User.1,2016-02-22 13:54:24,2016-02-24,W_Sales_Task.205,Task,2820,Call Successful,Outbound,In Progress,Normal,Draft Proposal for Customer
W_Opportunity.3683,W_User.5,2017-02-23 04:17:27,2017-03-01,W_Sales_Task.206,Task,730,Appointment Set,Inbound,Completed,Normal,Other
W_Opportunity.3729,W_User.14,2015-12-20 10:31:51,2015-12-30,W_Sales_Task.207,Task,2150,Call Successful,Inbound,On Hold,Normal,Follow Up To My Message
W_Opportunity.3729,W_User.14,2016-01-28 12:22:52,2016-02-05,W_Sales_Task.208,Task,690,Contacted,Outbound,Open,Normal,Notes from Discussion
W_Opportunity.3792,W_User.20,2015-11-22 14:33:13,2015-12-04,W_Sales_Task.209,Task,610,Busy,Internal,Not Started,Normal,Prepare for Discovery Meeting
W_Opportunity.3792,W_User.20,2015-12-19 03:00:32,2015-12-21,W_Sales_Task.210,Task,2750,Appointment Set,Internal,Not Started,High,Sales Presentation Follow-Up
W_Opportunity.3868,W_User.15,2017-01-02 02:38:16,2017-01-07,W_Sales_Task.211,Task,3130,Call Successful,Internal,Completed,Normal,Qualification Notes from Meeting
W_Opportunity.3868,W_User.15,2017-01-21 21:29:33,2017-01-28,W_Sales_Task.212,Task,960,Call Successful,Inbound,Not Started,Normal,Work with Marketing Team
W_Opportunity.3914,W_User.15,2016-12-31 01:05:15,2017-01-13,W_Sales_Task.213,Task,2350,Appointment Set,Inbound,In Progress,Normal,Conference Call with VP of Operations
W_Opportunity.3925,W_User.17,2016-03-29 23:04:46,2016-04-02,W_Sales_Task.214,Task,2630,Call Successful,Inbound,Open,Normal,Discuss Revised Quote
W_Opportunity.3926,W_User.19,2016-07-09 05:00:29,2016-07-09,W_Sales_Task.215,Task,710,Appointment Set,Internal,Not Started,Normal,Call for Update on Project
W_Opportunity.3926,W_User.19,2016-05-29 06:55:40,2016-06-11,W_Sales_Task.216,Email,870,Appointment Set,Inbound,Completed,Normal,Setup & Run the First Manager Certification Class
W_Opportunity.3947,W_User.19,2015-07-21 17:40:38,2015-07-25,W_Sales_Task.217,Task,3390,No Answer,Outbound,Completed,Normal,Discovery Call with Customer
W_Opportunity.3952,W_User.6,2017-03-04 02:31:33,2017-03-17,W_Sales_Task.218,Task,3130,Appointment Set,Internal,Completed,Normal,Arrange Travel for Guest Speaker
W_Opportunity.3952,W_User.6,2017-03-08 11:15:00,2017-03-08,W_Sales_Task.219,Task,1970,Call Successful,Outbound,Completed,Normal,Discovery Call Notes
W_Opportunity.3956,W_User.3,2016-10-26 23:18:52,2016-11-08,W_Sales_Task.220,Task,1460,No Answer,Internal,Not Started,Normal,Conversation with Product Management
W_Opportunity.3956,W_User.3,2016-10-25 17:53:36,2016-11-03,W_Sales_Task.221,Task,1290,Call Successful,Outbound,In Progress,Normal,Discovery Call Request
W_Opportunity.4014,W_User.17,2016-04-20 01:48:42,2016-05-02,W_Sales_Task.222,Task,2410,Call Successful,Internal,Completed,Normal,Complete and Send Close Plan
W_Opportunity.4019,W_User.5,2016-07-06 13:36:28,2016-07-16,W_Sales_Task.223,Task,1460,Call Successful,Outbound,On Hold,Normal,Other
W_Opportunity.4019,W_User.5,2016-06-23 21:17:06,2016-06-28,W_Sales_Task.224,Task,110,Call Successful,Internal,In Progress,Normal,Send Questionnaire to Customer
W_Opportunity.4020,W_User.19,2017-01-04 14:22:35,2017-01-08,W_Sales_Task.225,Task,3210,Appointment Set,Internal,Completed,Normal,Sales Presentation Follow-Up
W_Opportunity.4020,W_User.19,2016-12-22 03:47:10,2017-01-01,W_Sales_Task.226,Task,2360,Contacted,Internal,On Hold,Normal,Send Thank You to Customer
W_Opportunity.4030,W_User.3,2015-10-09 22:41:59,2015-10-21,W_Sales_Task.227,Email,870,Call Unsuccessful,Internal,On Hold,Normal,Discovery Call Notes
W_Opportunity.4030,W_User.3,2015-10-18 23:35:41,2015-10-20,W_Sales_Task.228,Task,1960,Call Successful,Inbound,On Hold,Normal,Send Out Proposal and Pricing
W_Opportunity.4116,W_User.17,2015-07-26 07:56:11,2015-08-01,W_Sales_Task.229,Task,1540,Busy,Inbound,Not Started,Normal,Call to Schedule Sales Presentation
W_Opportunity.4116,W_User.17,2015-07-15 07:20:28,2015-07-15,W_Sales_Task.230,Task,1270,Call Successful,Inbound,In Progress,Normal,Prep for Sales Discussion
W_Opportunity.4126,W_User.15,2017-05-11 10:22:37,2017-05-11,W_Sales_Task.231,Task,1640,Call Successful,Inbound,On Hold,Normal,Sales Presentation
W_Opportunity.4126,W_User.15,2017-04-18 10:26:34,2017-04-29,W_Sales_Task.232,Task,2300,Left Voicemail,Internal,Completed,Normal,Engage Featured Speaker for Webinar
W_Opportunity.4129,W_User.20,2017-04-03 00:15:03,2017-04-16,W_Sales_Task.233,Task,2110,Call Successful,Internal,Completed,Normal,Request Questions From Customer
W_Opportunity.4129,W_User.20,2017-04-12 21:24:51,2017-04-13,W_Sales_Task.234,Task,1740,Appointment Set,Outbound,In Progress,Normal,Other
W_Opportunity.4135,W_User.3,2017-05-04 20:30:34,2017-05-06,W_Sales_Task.235,Task,1830,Left Voicemail,Inbound,Completed,Normal,Travel Time
W_Opportunity.4135,W_User.3,2017-05-04 03:02:56,2017-05-05,W_Sales_Task.236,Task,1490,Call Successful,Inbound,Completed,Normal,Feature Request Submitted
W_Opportunity.4150,W_User.17,2015-12-10 19:02:23,2015-12-11,W_Sales_Task.237,Task,2240,No Answer,Internal,Completed,Normal,Prepare for Qualification Call
W_Opportunity.4208,W_User.14,2015-10-28 12:09:36,2015-11-03,W_Sales_Task.238,Task,560,Appointment Set,Outbound,Not Started,High,Send New Quote
W_Opportunity.4256,W_User.6,2016-09-18 15:34:01,2016-09-22,W_Sales_Task.239,Task,2870,Call Successful,Internal,Not Started,Normal,Develop Outbound Call Script and Offers
W_Opportunity.4256,W_User.6,2016-10-13 21:48:51,2016-10-25,W_Sales_Task.240,Task,1060,Appointment Set,Inbound,Not Started,Normal,Send Updated Pricing and Contract
W_Opportunity.4257,W_User.3,2016-05-22 00:00:00,2016-05-31,W_Sales_Task.241,Task,3550,Appointment Set,Inbound,On Hold,Normal,Finalize Board Presentation
W_Opportunity.4257,W_User.3,2016-05-22 00:00:00,2016-05-30,W_Sales_Task.242,Call,240,Call Unsuccessful,Internal,Completed,Normal,Project Discovery Call
W_Opportunity.4269,W_User.1,2016-05-01 18:44:12,2016-05-02,W_Sales_Task.243,Task,3500,Call Successful,Outbound,Open,Normal,Update Quote with Revised Pricing
W_Opportunity.4269,W_User.1,2016-04-28 11:47:12,2016-05-04,W_Sales_Task.244,Task,1990,No Answer,Inbound,Not Started,Normal,Discuss Customer Requirements
W_Opportunity.4290,W_User.15,2015-07-27 14:20:32,2015-08-06,W_Sales_Task.245,Task,1880,Call Successful,Outbound,On Hold,Normal,Cold Call to Director of Services
W_Opportunity.4337,W_User.14,2016-06-11 18:46:06,2016-06-22,W_Sales_Task.246,Task,3400,Appointment Set,Internal,Completed,High,Quick Call with VP of IT
W_Opportunity.4337,W_User.14,2016-06-12 22:59:25,2016-06-23,W_Sales_Task.247,Task,1370,Appointment Set,Outbound,In Progress,Normal,Post-Meeting Follow-Up
W_Opportunity.4344,W_User.3,2017-04-17 08:09:42,2017-04-29,W_Sales_Task.248,Task,1400,Call Successful,Outbound,Completed,Normal,Product Demo for Executive Team
W_Opportunity.4344,W_User.3,2017-05-02 09:19:36,2017-05-13,W_Sales_Task.249,Task,1640,Appointment Set,Outbound,Not Started,Normal,Call for Update on Project
W_Opportunity.4363,W_User.6,2016-02-03 05:21:58,2016-02-03,W_Sales_Task.250,Task,370,Call Successful,Internal,Not Started,Normal,Attend Social Media Best Practices Webinar
W_Opportunity.4363,W_User.6,2016-01-18 04:12:15,2016-01-24,W_Sales_Task.251,Task,3010,Contacted,Outbound,On Hold,High,Prepare for Discovery Meeting
W_Opportunity.4385,W_User.20,2016-08-19 11:52:13,2016-08-20,W_Sales_Task.252,Task,1420,Call Successful,Inbound,On Hold,Normal,Review Job Requisition
W_Opportunity.4385,W_User.20,2016-09-12 13:46:46,2016-09-13,W_Sales_Task.253,Task,1630,Call Successful,Internal,Not Started,Normal,Deal Discussion with Team
W_Opportunity.4386,W_User.4,2017-01-13 22:13:04,2017-01-14,W_Sales_Task.254,Task,2090,Call Successful,Outbound,On Hold,Normal,Complete Product Certification
W_Opportunity.4419,W_User.5,2016-02-10 00:34:07,2016-02-22,W_Sales_Task.255,Task,1420,Call Successful,Internal,Not Started,Normal,Send Out Proposal and Pricing
W_Opportunity.4464,W_User.18,2015-12-11 09:11:26,2015-12-13,W_Sales_Task.256,Task,3450,Call Successful,Inbound,On Hold,High,Finalize List of Target Companies to Engage
W_Opportunity.4464,W_User.18,2015-12-05 10:39:12,2015-12-16,W_Sales_Task.257,Task,2670,Contacted,Inbound,Not Started,High,Call Connect with CEO
W_Opportunity.4478,W_User.4,2017-02-23 08:47:01,2017-03-08,W_Sales_Task.258,Task,590,Contacted,Outbound,Completed,Normal,Work with Marketing Team
W_Opportunity.4500,W_User.16,2016-12-25 08:49:34,2016-12-30,W_Sales_Task.259,Task,2510,Appointment Set,Internal,In Progress,Normal,Quick Call with VP of Operations
W_Opportunity.4571,W_User.3,2015-06-04 04:03:24,2015-06-14,W_Sales_Task.260,Task,1730,Appointment Set,Internal,Open,Normal,Prepare for Discovery Meeting
W_Opportunity.4585,W_User.16,2016-01-29 23:59:59,2016-01-31,W_Sales_Task.261,Task,2140,Call Successful,Internal,Not Started,High,Post-Meeting Follow-Up
W_Opportunity.4596,W_User.1,2015-06-05 08:16:41,2015-06-11,W_Sales_Task.262,Task,390,No Answer,Inbound,On Hold,Normal,Call with VP of Sales
W_Opportunity.4596,W_User.1,2015-06-06 17:38:03,2015-06-19,W_Sales_Task.263,Call,3430,Call Successful,Internal,On Hold,Normal,Complete Mutual Plan Document
W_Opportunity.4601,W_User.1,2016-10-30 10:56:21,2016-11-06,W_Sales_Task.264,Task,1800,No Answer,Internal,In Progress,Normal,Sales Presentation to Project Team
W_Opportunity.4608,W_User.14,2017-05-02 23:06:23,2017-05-03,W_Sales_Task.265,Task,3270,Call Successful,Inbound,Not Started,Normal,Price Discussion
W_Opportunity.4608,W_User.14,2017-03-26 16:42:40,2017-03-30,W_Sales_Task.266,Task,670,Call Successful,Inbound,Not Started,Normal,Draft Proposal for Customer
W_Opportunity.4614,W_User.18,2016-04-12 13:30:38,2016-04-21,W_Sales_Task.267,Task,1360,Appointment Set,Inbound,In Progress,Normal,Call to Schedule Presentation
W_Opportunity.4620,W_User.5,2016-09-16 03:30:57,2016-09-18,W_Sales_Task.268,Task,250,Call Successful,Inbound,Completed,High,Review Product Roadmap
W_Opportunity.4620,W_User.5,2016-10-23 22:10:31,2016-10-28,W_Sales_Task.269,Task,3450,Left Message,Internal,Completed,Normal,Generate Quote with T&C's
W_Opportunity.4624,W_User.20,2016-02-24 22:47:08,2016-03-08,W_Sales_Task.270,Task,1790,Appointment Set,Inbound,Completed,Normal,Call
W_Opportunity.4641,W_User.3,2017-02-19 10:24:49,2017-03-03,W_Sales_Task.271,Task,680,Appointment Set,Internal,Completed,Normal,Touch Base with Champion
W_Opportunity.4741,W_User.18,2016-02-26 23:49:50,2016-02-27,W_Sales_Task.272,Email,1100,Call Successful,Outbound,Completed,Normal,Notes from Discovery Call
W_Opportunity.4741,W_User.18,2016-03-01 02:18:16,2016-03-03,W_Sales_Task.273,Task,2030,Call Successful,Outbound,In Progress,Normal,Discovery Call with Customer
W_Opportunity.4742,W_User.4,2016-11-29 09:10:13,2016-12-10,W_Sales_Task.274,Task,2370,Call Successful,Inbound,Not Started,Normal,Finalize Board Presentation
W_Opportunity.4803,W_User.14,2016-06-30 08:43:23,2016-07-09,W_Sales_Task.275,Task,230,Busy,Outbound,Completed,Normal,Connect with VP of Sales
W_Opportunity.4803,W_User.14,2016-07-02 08:44:33,2016-07-08,W_Sales_Task.276,Task,1150,Busy,Internal,Completed,Normal,Review Ad Text Options for A/B Testing
W_Opportunity.4920,W_User.15,2015-05-24 02:29:33,2015-06-04,W_Sales_Task.277,Task,710,Busy,Outbound,Completed,Normal,Channel Account Planning
W_Opportunity.4920,W_User.15,2015-05-23 03:46:12,2015-05-24,W_Sales_Task.278,Task,2350,Appointment Set,Internal,Completed,Normal,Call with Director of Operations
W_Opportunity.4928,W_User.17,2016-12-27 20:08:29,2016-12-31,W_Sales_Task.279,Task,590,Call Successful,Outbound,Not Started,Normal,Review Campaign Success and Plan Next Phase
W_Opportunity.4947,W_User.18,2017-02-14 10:32:28,2017-02-27,W_Sales_Task.280,Task,1180,Left Voicemail,Internal,On Hold,Normal,Qualification Call Notes
W_Opportunity.4987,W_User.18,2016-09-19 19:47:54,2016-09-30,W_Sales_Task.281,Task,2930,Busy,Internal,Open,Normal,Agree on Next Steps
W_Opportunity.4987,W_User.18,2016-09-16 22:13:46,2016-09-19,W_Sales_Task.282,Task,890,Call Successful,Outbound,Completed,Normal,Quick Call with Director of Finance
W_Opportunity.5013,W_User.15,2015-08-04 07:59:20,2015-08-08,W_Sales_Task.283,Task,2150,Call Successful,Internal,Completed,Normal,Mid-Year Review
W_Opportunity.5045,W_User.15,2016-03-09 18:57:47,2016-03-11,W_Sales_Task.284,Task,1580,Call Successful,Outbound,On Hold,Normal,Demonstration for Key Stakeholders
W_Opportunity.5145,W_User.14,2016-03-27 20:21:17,2016-03-29,W_Sales_Task.285,Task,2000,Call Successful,Inbound,On Hold,Normal,Negotiate Terms of Contract
W_Opportunity.5148,W_User.18,2016-02-23 20:50:09,2016-03-07,W_Sales_Task.286,Task,2480,Call Successful,Internal,Not Started,Normal,Complete Product Certification
W_Opportunity.5148,W_User.18,2016-03-02 08:43:22,2016-03-11,W_Sales_Task.287,Task,690,Left Voicemail,Outbound,Completed,Normal,Touch Base with Key Decision Maker
W_Opportunity.5163,W_User.15,2015-07-08 05:44:09,2015-07-17,W_Sales_Task.288,Task,1500,Appointment Set,Internal,Completed,Normal,Onsite Presentation to Executive Team
W_Opportunity.5180,W_User.6,2015-11-13 01:17:10,2015-11-17,W_Sales_Task.289,Task,1120,Call Successful,Inbound,Not Started,High,Prep for Sales Discussion
W_Opportunity.5188,W_User.14,2015-10-14 04:50:10,2015-10-27,W_Sales_Task.290,Task,3470,Call Successful,Internal,Completed,Normal,Call with VP of Marketing
