External_Id__c,Name,Owner.External_Id__c,NumberOfEmployees,AnnualRevenue,AccountSource,Type,Industry,BillingStreet,BillingCity,BillingState,BillingCountry,YearStarted,Ownership,Rating,CreatedDate__c
W_Account.402,Rcf Information Systems,W_Sales_User.1,222,9831000,Data.com,Corporate,Transportation,3913 Jones Walks,Valenzuelaview,AK,USA,1921,Private,Cool,2016-04-12 00:00:00
W_Account.404,Direct Kitchen Wholesale,W_Sales_User.5,76,6434000,Data.com,Corporate,Transportation,02979 Simpson Haven,Breannafort,UT,USA,1965,Private,Cool,2017-03-14 00:00:00
W_Account.412,Vision Software,W_Sales_User.11,162,2847000,Community,Corporate,Recreation,284 Patrick Alley,New Jorgetown,IL,USA,1918,Public,Hot,2016-03-10 00:00:00
W_Account.413,Deem,W_Sales_User.9,168,2230000,Community,Corporate,Chemicals,807 Lisa Groves,South Richard,KS,USA,1975,Private,Warm,2017-03-13 00:00:00
W_Account.414,Honeywell Scanning & Mobility,W_Sales_User.7,185,3026000,Inbound Call,Corporate,Media,224 Hughes Run,Jacksonville,MN,USA,1924,Private,Hot,2016-06-16 00:00:00
W_Account.417,Jenny Craig,W_Sales_User.2,27,6669000,Inbound Call,Corporate,Recreation,8517 Taylor Loop,South Raymondtown,AZ,USA,1946,Private,Warm,2016-02-12 00:00:00
W_Account.423,Group Intelligence,W_Sales_User.5,104,9592000,Inbound Call,Corporate,Not For Profit,4019 Melissa Springs,Smithmouth,CA,USA,1949,Private,Warm,2017-02-14 00:00:00
W_Account.424,Athenium,W_Sales_User.10,245,3266000,Social Media,Corporate,Healthcare & Life Sciences,43945 Stein Divide,Lake Kimfort,OH,USA,1897,Private,Hot,2015-08-16 00:00:00
W_Account.426,Debt Rescue,W_Sales_User.10,118,2376000,Website,Corporate,Government,9897 Brown Lake,Lisaview,NE,USA,1924,Private,Hot,2016-09-01 00:00:00
W_Account.427,XFX Technologies,W_Sales_User.6,1,4092000,Social Media,Corporate,Entertainment,11028 Sheila Well,Victorstad,HI,USA,2000,Subsidiary,Cool,2015-12-25 00:00:00
W_Account.430,Parts Now,W_Sales_User.5,188,6116000,Website,Corporate,Machinery,53367 Kaitlin Roads,East Timothy,NM,USA,1968,Private,Hot,2016-02-27 00:00:00
W_Account.432,West Coast beauty Supply,W_Sales_User.2,132,4143000,Inbound Call,Corporate,Machinery,493 Angela Throughway,Stephaniemouth,NV,USA,1953,Private,Cool,2016-11-14 00:00:00
W_Account.433,TriVium Systems,W_Sales_User.8,138,5479000,Inbound Call,Corporate,Consulting,78858 Stone Lane,North Evelyn,NE,USA,1998,Private,Cool,2015-07-06 00:00:00
W_Account.436,R B Scott Co,W_Sales_User.2,49,2266000,Social Media,Corporate,Media,50513 Alice Hill,Port Elizabethberg,AK,USA,1900,Public,Warm,2017-05-21 00:00:00
W_Account.438,Fox Agency,W_Sales_User.8,152,5591000,Website,Corporate,Electronics,1461 Laura Valleys,Brooksshire,ND,USA,1964,Private,Cool,2016-12-09 00:00:00
W_Account.439,Mecalux,W_Sales_User.11,231,3296000,Website,Corporate,Apparel,14722 Lawrence Points,Walterbury,MI,USA,1940,Private,Cool,2016-11-15 00:00:00
W_Account.442,Cabot Creamery Co  Operative,W_Sales_User.2,68,3168000,Website,Corporate,Chemicals,89123 Page Squares,South Jeffreymouth,OR,USA,1948,Private,Cool,2016-08-10 00:00:00
W_Account.443,Hunter Associates Laboratory,W_Sales_User.2,199,6386000,Cold Call,Corporate,Transportation,94472 Brown Valleys,South Bethanymouth,CA,USA,1919,Private,Warm,2017-01-20 00:00:00
W_Account.444,Kate Spade,W_Sales_User.2,122,8390000,Cold Call,Corporate,Insurance,93347 Cook Shore,Joshuafurt,HI,USA,1901,Public,Cool,2016-03-08 00:00:00
W_Account.446,Paradigm Solutions,W_Sales_User.9,37,2024000,Social Media,Corporate,Recreation,853 George Locks,South Eric,IL,USA,2009,Private,Warm,2015-10-25 00:00:00
W_Account.452,KBACE Technologies,W_Sales_User.3,186,7093000,Social Media,Corporate,Agriculture,5751 Mitchell Club,Lake Rebecca,WA,USA,1974,Private,Warm,2015-12-11 00:00:00
W_Account.454,Global Cash Access Holdings,W_Sales_User.5,219,7804000,Partner,Corporate,Transportation,11803 Dudley Garden,Connieland,CA,USA,1961,Private,Cool,2015-12-07 00:00:00
W_Account.457,Learning Coach Corp,W_Sales_User.1,218,6073000,Data.com,Corporate,Banking,9231 Joshua Fords,Jacquelineview,WA,USA,1957,Private,Cool,2016-07-21 00:00:00
W_Account.458,Compose Systems,W_Sales_User.1,8,6707000,Marketing Event,Corporate,Manufacturing,365 John Overpass,Smithberg,CA,USA,1993,Private,Cool,2015-06-20 00:00:00
W_Account.460,Penn State Employees Credit Union,W_Sales_User.9,30,6909000,Website,Corporate,Food & Beverage,52609 Johnson Course,North Shawn,SD,USA,1962,Private,Cool,2017-03-11 00:00:00
W_Account.461,Slalom,W_Sales_User.11,17,9497000,Community,Corporate,Consulting,1164 Brown Parkways,North Kellieland,NE,USA,1953,Other,Hot,2016-06-01 00:00:00
W_Account.464,Productivity Press,W_Sales_User.8,102,4525000,Partner,Corporate,Retail,2208 James Prairie,New Kevin,WI,USA,1979,Private,Cool,2015-07-25 00:00:00
W_Account.466,International Gemological Institute,W_Sales_User.1,81,9749000,Referral,Corporate,Communications,20668 Ewing Isle,Moonland,MT,USA,1976,Private,Cool,2015-12-13 00:00:00
W_Account.467,PensionBenefits.com,W_Sales_User.5,202,5547000,Data.com,Corporate,Engineering,7696 Wallace Neck,Chandlerside,OR,USA,1955,Private,Cool,2016-03-12 00:00:00
W_Account.469,C&A Machinery Sales,W_Sales_User.9,103,9294000,Social Media,Corporate,Shipping,1674 Sullivan Ferry,Phyllisberg,IL,USA,1927,Other,Cool,2017-05-02 00:00:00
W_Account.472,Guttman Oil Company,W_Sales_User.5,84,5018000,Marketing Event,Corporate,Entertainment,029 Frederick Village,Lake Jason,HI,USA,1994,Other,Hot,2016-03-30 00:00:00
W_Account.474,Southern Fasteners and Supply,W_Sales_User.11,235,8129000,Inbound Call,Corporate,Manufacturing,9110 Andrew Stravenue,Port Stevenberg,MO,USA,1976,Private,Hot,2016-01-02 00:00:00
W_Account.476,McLean   Koehler   Sparks & Hamm,W_Sales_User.3,149,7247000,Website,Corporate,Consulting,59555 Adam Flats,Port Patricia,AK,USA,1989,Other,Warm,2016-02-21 00:00:00
W_Account.480,NTMA,W_Sales_User.6,71,4465000,Cold Call,Corporate,Apparel,5632 Diaz Causeway,West Ericashire,AZ,USA,1919,Other,Hot,2016-12-03 00:00:00
W_Account.481,SPIREKnowledge,W_Sales_User.4,16,9780000,Referral,Corporate,Not For Profit,27301 Kathleen Drive,Courtneyside,UT,USA,1996,Subsidiary,Cool,2016-03-16 00:00:00
W_Account.482,Hyland Software,W_Sales_User.9,86,8253000,Cold Call,Corporate,Hospitality,8861 Miller Ranch,Port Karen,MN,USA,1990,Private,Hot,2016-02-25 00:00:00
W_Account.489,MAc,W_Sales_User.1,143,9572000,Community,Corporate,Healthcare & Life Sciences,0813 Julie Vista,Danielshire,CA,USA,1954,Other,Cool,2016-11-29 00:00:00
W_Account.490,Filmport,W_Sales_User.3,171,5150000,Data.com,Corporate,Telecommunications,5720 Weaver Dale,West Daniel,CO,USA,1900,Public,Cool,2016-07-06 00:00:00
W_Account.492,OSI Support Services,W_Sales_User.8,236,6214000,Social Media,Corporate,Machinery,5776 Sarah Rue,New Markmouth,MO,USA,1949,Other,Warm,2016-09-05 00:00:00
W_Account.493,Timelogic,W_Sales_User.3,98,4003000,Website,Corporate,Shipping,96573 John Drive,Port Haileybury,WA,USA,1959,Private,Warm,2016-05-15 00:00:00
W_Account.495,Meridian Industries,W_Sales_User.3,82,2226000,Website,Corporate,Environmental,39510 Matthew Motorway,West Yolandamouth,HI,USA,1966,Private,Cool,2017-04-13 00:00:00
W_Account.498,International Turbine Service,W_Sales_User.3,204,2353000,Data.com,Corporate,Media,0958 Kaitlyn Hill,Port Deanna,UT,USA,1880,Private,Hot,2016-12-21 00:00:00
W_Account.499,Chroma Copy,W_Sales_User.9,244,9326000,Inbound Call,Corporate,Education,20732 Emma Divide,Brownmouth,MI,USA,1988,Private,Warm,2015-12-20 00:00:00
W_Account.501,Human Asset Technologies,W_Sales_User.10,177,7384000,Website,Corporate,Healthcare & Life Sciences,83846 Holmes Summit,Blackwellport,MO,USA,1977,Public,Warm,2017-03-27 00:00:00
W_Account.503,OnMilwaukee.com,W_Sales_User.10,195,3048000,Referral,Corporate,Engineering,720 Miller Plains,Katelyntown,NE,USA,1903,Public,Hot,2016-03-21 00:00:00
W_Account.505,Workstream,W_Sales_User.1,197,9938000,Social Media,Corporate,Agriculture,249 Jennifer Creek,Jonathanmouth,AK,USA,1888,Private,Hot,2015-09-28 00:00:00
W_Account.506,Bizography,W_Sales_User.3,53,4302000,Partner,Corporate,Not For Profit,4742 Allen Key,Staceyfort,CA,USA,1908,Private,Cool,2015-11-21 00:00:00
W_Account.508,Ericka Boyle,W_Sales_User.1,151,6906000,Referral,Corporate,Utilities,566 Richard Dale,Potterburgh,AK,USA,1906,Private,Hot,2016-06-29 00:00:00
W_Account.513,ValueStar Corporation,W_Sales_User.4,101,4496000,Referral,Corporate,Environmental,3755 Eric Club,Port Russellport,AZ,USA,1901,Private,Hot,2015-08-25 00:00:00
W_Account.520,St Louis Parking Company Inc,W_Sales_User.11,6,9570000,Social Media,Corporate,Financial Services,648 Sabrina Lakes,Melissabury,MN,USA,1885,Private,Cool,2015-06-12 00:00:00
W_Account.524,Data Tree,W_Sales_User.4,68,2302000,Cold Call,Corporate,Manufacturing,460 Moore Overpass,East Andrewstad,HI,USA,1914,Private,Hot,2016-10-07 00:00:00
W_Account.526,Optimum Resources Group,W_Sales_User.3,63,3828000,Community,Corporate,Entertainment,925 Laura Ranch,Jerrychester,HI,USA,1978,Private,Warm,2016-04-04 00:00:00
W_Account.528,Global Reservation Systems,W_Sales_User.2,248,2283000,Community,Corporate,Government,7689 Stephanie Mall,New Jenniferview,ID,USA,1964,Subsidiary,Hot,2016-04-20 00:00:00
W_Account.530,Crowe Chizek & Co,W_Sales_User.4,222,3841000,Social Media,Corporate,Construction,01500 Meagan Path,North Alexisville,OR,USA,1890,Other,Cool,2015-07-05 00:00:00
W_Account.532,Hudson Jones Commercial Brkrg,W_Sales_User.2,117,3933000,Cold Call,Corporate,Utilities,106 Weiss Rapid,New Monica,OR,USA,1881,Private,Warm,2016-06-01 00:00:00
W_Account.534,H R Link,W_Sales_User.6,217,2451000,Partner,Corporate,Machinery,82388 Ronnie Coves,Port Sherryville,CA,USA,1992,Other,Hot,2015-07-23 00:00:00
W_Account.536,Pantheon Software,W_Sales_User.10,187,5837000,Marketing Event,Corporate,Financial Services,23329 Lynn Divide,Henrymouth,IA,USA,1901,Other,Warm,2016-03-26 00:00:00
W_Account.537,Bethintermodal,W_Sales_User.8,243,7623000,Community,Corporate,Energy,1216 Gail Stream,New Teresafurt,MO,USA,1923,Private,Cool,2016-09-22 00:00:00
W_Account.538,VALOR Telecom,W_Sales_User.9,13,5017000,Marketing Event,Corporate,Biotechnology,34302 Silva Ways,East Debrafurt,MI,USA,1941,Private,Cool,2015-11-05 00:00:00
W_Account.539,Porous Media Corp,W_Sales_User.3,194,4923000,Social Media,Corporate,Biotechnology,6957 Lawrence Coves,South Alexisshire,CO,USA,2000,Public,Cool,2015-09-15 00:00:00
W_Account.542,Zone Four,W_Sales_User.1,44,9258000,Social Media,Corporate,Hospitality,914 Freeman Centers,Thompsonview,NM,USA,1934,Other,Warm,2015-11-06 00:00:00
W_Account.543,Fidelity Management & Research Company,W_Sales_User.6,61,4409000,Community,Corporate,Education,8955 Davis Cove,Jasonchester,NV,USA,1899,Private,Cool,2016-03-26 00:00:00
W_Account.545,Environmental Insurance Underw,W_Sales_User.5,27,7728000,Social Media,Corporate,Technology,4903 Thomas Burgs,Josephland,HI,USA,1957,Private,Warm,2015-06-03 00:00:00
W_Account.548,Ascent Healthcare Solutions,W_Sales_User.5,127,6407000,Inbound Call,Corporate,Shipping,564 Andrew Course,Lake Stephenburgh,CO,USA,1908,Public,Cool,2015-12-22 00:00:00
W_Account.549,Curtis Rand Industries,W_Sales_User.2,62,7829000,Cold Call,Corporate,Government,866 Lewis Mews,West Charles,CA,USA,1884,Public,Cool,2017-05-24 00:00:00
W_Account.550,Prudential Carruthers Realtors,W_Sales_User.6,33,6234000,Referral,Corporate,Media,19198 Michael Rue,East Theresa,OR,USA,2003,Public,Hot,2015-09-26 00:00:00
W_Account.551,BroadBand Consulting Group,W_Sales_User.5,69,5378000,Social Media,Corporate,Food & Beverage,5714 Janet Cliff,North Timothyburgh,OR,USA,1943,Other,Cool,2016-03-17 00:00:00
W_Account.553,Draeger Medical Inc,W_Sales_User.2,160,9484000,Cold Call,Corporate,Other,34157 Lopez Club,Martinborough,HI,USA,1899,Other,Cool,2016-06-25 00:00:00
W_Account.558,Hamitlon Miller Hudson & Fayne,W_Sales_User.7,75,9354000,Data.com,Corporate,Transportation,9293 Mendoza Ferry,North Juan,MO,USA,1980,Public,Cool,2015-12-12 00:00:00
W_Account.559,Information Innovation,W_Sales_User.11,20,7979000,Social Media,Corporate,Utilities,545 Johnson Cove,Colemanmouth,KS,USA,1945,Private,Cool,2015-07-28 00:00:00
W_Account.562,Flashspot Networks Inc,W_Sales_User.11,88,2840000,Referral,Corporate,Other,964 King Glens,East Randy,IN,USA,1946,Subsidiary,Cool,2016-06-25 00:00:00
W_Account.565,2001BEYOND.com,W_Sales_User.3,139,4744000,Social Media,Corporate,Food & Beverage,66691 Cameron Valley,North Christopher,OR,USA,1989,Private,Warm,2015-12-20 00:00:00
W_Account.566,Lantech.com,W_Sales_User.2,27,6265000,Cold Call,Corporate,Telecommunications,2984 Young Via,Hughesland,OR,USA,1977,Public,Hot,2016-12-05 00:00:00
W_Account.567,Cellular Technologies Inc,W_Sales_User.10,88,5107000,Community,Corporate,Retail,47571 Williams Glens,Whitneybury,WI,USA,1994,Private,Warm,2016-06-11 00:00:00
W_Account.571,Basic Industries Inc,W_Sales_User.7,68,6621000,Cold Call,Corporate,Engineering,30667 Neal Pine,North Wesleybury,NE,USA,1957,Private,Cool,2016-05-28 00:00:00
W_Account.572,Sterling Partners,W_Sales_User.10,55,3263000,Partner,Corporate,Insurance,8540 Jason Stream,South Shannon,ND,USA,1892,Subsidiary,Cool,2016-03-22 00:00:00
W_Account.573,EAInvest Securities,W_Sales_User.3,58,9052000,Website,Corporate,Consulting,002 Graham Land,New Seanbury,OR,USA,1940,Private,Warm,2015-08-12 00:00:00
W_Account.577,Northcoast Communications,W_Sales_User.10,217,5301000,Marketing Event,Corporate,Transportation,7736 Little Union,Lucasstad,SD,USA,1954,Private,Hot,2016-05-12 00:00:00
W_Account.581,Map Network,W_Sales_User.2,148,6229000,Data.com,Corporate,Food & Beverage,211 Sydney Courts,Walkerville,CO,USA,1905,Subsidiary,Warm,2015-06-20 00:00:00
W_Account.585,Protegic,W_Sales_User.5,62,5864000,Social Media,Corporate,Manufacturing,02488 Molina Forest,South Davidburgh,WY,USA,1975,Private,Hot,2017-01-20 00:00:00
W_Account.587,Orphans Overseas Inc,W_Sales_User.3,205,2614000,Cold Call,Corporate,Biotechnology,4064 Amanda Mews,North Sarah,CA,USA,1994,Other,Warm,2016-05-04 00:00:00
W_Account.588,Maaya Corporation,W_Sales_User.4,4,5541000,Partner,Corporate,Insurance,5255 Michelle Burgs,West Michaelberg,CA,USA,1996,Private,Hot,2016-12-15 00:00:00
W_Account.590,Transilwrap Company,W_Sales_User.6,90,8011000,Cold Call,Corporate,Chemicals,2486 Ryan Roads,New Jeffreyberg,OR,USA,1944,Private,Warm,2017-04-09 00:00:00
W_Account.591,Tripwire,W_Sales_User.4,20,3143000,Website,Corporate,Machinery,2921 Patricia Branch,North Robertstad,WY,USA,2005,Private,Warm,2015-07-18 00:00:00
W_Account.593,Van Kampen Investments,W_Sales_User.5,60,5263000,Partner,Corporate,Utilities,628 Lucas Village,South Heidi,AK,USA,1986,Other,Warm,2015-10-22 00:00:00
W_Account.595,NPG Inc,W_Sales_User.6,110,7796000,Partner,Corporate,Education,01835 Clark Views,North Charles,OR,USA,2000,Private,Hot,2016-04-10 00:00:00
W_Account.596,American Mechanical Svc,W_Sales_User.3,137,6128000,Data.com,Corporate,Government,48311 Harris Views,East Rachel,WA,USA,1885,Other,Cool,2016-01-03 00:00:00
W_Account.599,Xsys Associates,W_Sales_User.5,89,4913000,Inbound Call,Corporate,Transportation,89906 White Expressway,Bakertown,NV,USA,1901,Private,Cool,2016-02-29 00:00:00
W_Account.605,"CoMedical, Inc",W_Sales_User.4,235,2621000,Referral,Corporate,Recreation,2742 Jackson Well,Lake Elizabeth,OR,USA,1913,Other,Hot,2015-07-04 00:00:00
W_Account.606,Sigaba,W_Sales_User.4,41,6974000,Social Media,Corporate,Shipping,426 Cooper Estates,Barbaraton,AZ,USA,2004,Other,Warm,2016-10-25 00:00:00
W_Account.609,International Business Connections,W_Sales_User.10,152,4872000,Referral,Corporate,Hospitality,973 Miller Keys,East Brettville,OH,USA,1950,Public,Cool,2016-09-06 00:00:00
W_Account.614,National Catholic Comm Fndtn,W_Sales_User.1,97,3523000,Marketing Event,Corporate,Banking,836 Barnes Mill,Davidview,WA,USA,1928,Private,Warm,2015-10-19 00:00:00
W_Account.616,Richard Meredith Companies,W_Sales_User.1,19,6850000,Social Media,Corporate,Machinery,8885 Hodge Route,North Christopher,HI,USA,2001,Other,Cool,2016-07-12 00:00:00
W_Account.617,Repliweb,W_Sales_User.9,42,3231000,Inbound Call,Corporate,Insurance,893 Wade Club,Daltonmouth,IN,USA,1956,Public,Cool,2016-08-07 00:00:00
W_Account.618,Shuttleworth,W_Sales_User.3,96,4501000,Social Media,Corporate,Banking,3218 Andrew Fields,Kellyville,NV,USA,1971,Private,Cool,2015-12-17 00:00:00
W_Account.619,Comtech Telecommunications Corp.,W_Sales_User.4,208,6213000,Referral,Corporate,Recreation,79232 Norman Locks,Brittanyburgh,MT,USA,1924,Subsidiary,Warm,2015-09-09 00:00:00
W_Account.622,Northeast Sealing,W_Sales_User.2,194,4494000,Community,Corporate,Chemicals,7154 Danielle Cove,Port Danielshire,AK,USA,1965,Private,Hot,2016-07-17 00:00:00
W_Account.624,Reis Robotics USA,W_Sales_User.5,80,6611000,Data.com,Corporate,Financial Services,561 Haynes Club,Rogerville,WA,USA,1975,Public,Cool,2015-12-04 00:00:00
W_Account.626,BWAY Corporation,W_Sales_User.6,48,5443000,Inbound Call,Corporate,Retail,6653 Marcus Stream,East Michael,OR,USA,1885,Public,Warm,2016-03-26 00:00:00
W_Account.628,Public Safety Logistic,W_Sales_User.3,114,2035000,Cold Call,Corporate,Telecommunications,6703 Young Centers,Bishopland,CA,USA,1896,Private,Hot,2016-05-28 00:00:00
W_Account.630,401(k) Pro,W_Sales_User.11,85,2673000,Data.com,Corporate,Machinery,72353 Peck Forks,New Juliefurt,IA,USA,1963,Private,Hot,2016-12-15 00:00:00
W_Account.633,Alcoa Securities Corporation,W_Sales_User.1,133,5134000,Social Media,Corporate,Electronics,341 Klein Harbor,East Sarahhaven,WA,USA,1996,Private,Hot,2016-09-02 00:00:00
W_Account.635,Transend Medical,W_Sales_User.11,65,3347000,Cold Call,Corporate,Banking,775 Richmond Islands,New Dianashire,IN,USA,2006,Private,Hot,2016-01-06 00:00:00
W_Account.654,Colleborate,W_Sales_User.11,94,7663000,Marketing Event,Corporate,Engineering,39261 Marisa Radial,South Joseph,KS,USA,1945,Public,Warm,2017-04-22 00:00:00
W_Account.655,Radley Corp,W_Sales_User.10,58,5783000,Partner,Corporate,Food & Beverage,89010 Saunders View,Littleburgh,IA,USA,1887,Public,Cool,2017-03-07 00:00:00
W_Account.658,Peerless Mfg. Co.,W_Sales_User.5,64,8988000,Partner,Corporate,Agriculture,933 Diaz Forks,Lake Samanthaborough,CO,USA,1980,Other,Hot,2017-03-28 00:00:00
W_Account.664,Metadot Corporation,W_Sales_User.5,37,4973000,Community,Corporate,Chemicals,6898 Tom Union,Port Scottborough,HI,USA,1932,Private,Cool,2015-09-23 00:00:00
W_Account.670,Italia Partners,W_Sales_User.4,71,4458000,Partner,Corporate,Recreation,24650 Dana Neck,Johnsonfurt,AK,USA,2004,Other,Hot,2016-07-05 00:00:00
W_Account.671,Dicentral Corporation,W_Sales_User.9,87,7633000,Cold Call,Corporate,Agriculture,420 Ruiz Extension,East Jackie,IA,USA,1972,Private,Hot,2016-10-07 00:00:00
W_Account.672,Extractable Solutions,W_Sales_User.5,118,2264000,Cold Call,Corporate,Not For Profit,895 Pena Tunnel,Pricefort,CA,USA,1988,Private,Hot,2015-07-12 00:00:00
W_Account.680,Pixels Animation Studios,W_Sales_User.6,14,5604000,Marketing Event,Corporate,Manufacturing,40230 Porter Club,North Granthaven,HI,USA,1973,Public,Hot,2017-05-04 00:00:00
W_Account.681,AgentX.com,W_Sales_User.6,206,6327000,Referral,Corporate,Transportation,667 Strickland Neck,North James,WY,USA,1944,Private,Warm,2016-11-25 00:00:00
W_Account.683,Covendis Technologies,W_Sales_User.1,232,9351000,Partner,Corporate,Manufacturing,284 Savannah Terrace,Andrewshire,AK,USA,1948,Other,Cool,2016-03-29 00:00:00
W_Account.687,Science Center Intl,W_Sales_User.1,9,3310000,Referral,Corporate,Consulting,82448 Paul Curve,Brownmouth,ID,USA,1974,Private,Warm,2016-06-23 00:00:00
W_Account.689,Rocky Mountain Wireless Inc,W_Sales_User.2,214,8320000,Cold Call,Corporate,Retail,072 Brock Groves,North Bettyport,CO,USA,1957,Private,Hot,2016-09-23 00:00:00
W_Account.690,Boenning & Scattergood,W_Sales_User.5,72,2449000,Inbound Call,Corporate,Engineering,303 Willis Drives,North Frankside,NV,USA,1931,Private,Warm,2016-09-29 00:00:00
W_Account.695,Strategic Sales Partners,W_Sales_User.4,130,6934000,Marketing Event,Corporate,Construction,9462 Mary Meadow,Farrellville,MT,USA,1946,Other,Warm,2017-01-29 00:00:00
W_Account.697,Teqcorner,W_Sales_User.2,228,4596000,Community,Corporate,Communications,895 Kristi Overpass,Browntown,NV,USA,2007,Public,Warm,2015-07-26 00:00:00
W_Account.702,Baker Transportation Inc,W_Sales_User.5,35,5134000,Inbound Call,Corporate,Environmental,8319 Lawrence Cove,New Laurenburgh,CO,USA,1944,Private,Cool,2016-02-12 00:00:00
