External+AF8-Id+AF8AXw-c,Amount+AF8AXw-c,StageName+AF8AXw-c,ForecastCategory+AF8AXw-c,CloseDate+AF8AXw-c,CreatedDate+AF8AXw-c,Opportunity.External+AF8-Id+AF8AXw-c
W+AF8-OpportunityHistory.17338,13496,Negotiation,BestCase,2015+AC0-09+AC0-11,2015+AC0-08+AC0-23 00:00:00,W+AF8-Opportunity.2495
W+AF8-OpportunityHistory.17337,13496,Closed Lost,Omitted,2015+AC0-09+AC0-11,2015+AC0-09+AC0-11 00:00:00,W+AF8-Opportunity.2495
W+AF8-OpportunityHistory.17336,7361,Qualification,Pipeline,2017+AC0-03+AC0-13,2017+AC0-01+AC0-10 00:00:00,W+AF8-Opportunity.2498
W+AF8-OpportunityHistory.17335,7361,Negotiation,Commit,2017+AC0-03+AC0-13,2017+AC0-03+AC0-13 00:00:00,W+AF8-Opportunity.2498
W+AF8-OpportunityHistory.17334,7361,Closed Lost,Omitted,2017+AC0-03+AC0-13,2017+AC0-03+AC0-13 00:00:00,W+AF8-Opportunity.2498
W+AF8-OpportunityHistory.17333,15501,Qualification,Pipeline,2016+AC0-11+AC0-16,2016+AC0-09+AC0-16 00:00:00,W+AF8-Opportunity.2499
W+AF8-OpportunityHistory.17332,15501,Proposal/Quote,BestCase,2016+AC0-11+AC0-16,2016+AC0-09+AC0-21 00:00:00,W+AF8-Opportunity.2499
W+AF8-OpportunityHistory.17331,15501,Proposal/Quote,BestCase,2016+AC0-12+AC0-05,2016+AC0-10+AC0-19 00:00:00,W+AF8-Opportunity.2499
W+AF8-OpportunityHistory.17330,15501,Proposal/Quote,BestCase,2016+AC0-11+AC0-17,2016+AC0-11+AC0-07 00:00:00,W+AF8-Opportunity.2499
W+AF8-OpportunityHistory.17329,15501,Closed Lost,Omitted,2016+AC0-11+AC0-17,2016+AC0-11+AC0-17 00:00:00,W+AF8-Opportunity.2499
W+AF8-OpportunityHistory.17328,1000,Qualification,BestCase,2017+AC0-06+AC0-14,2017+AC0-05+AC0-22 00:00:00,W+AF8-Opportunity.2520
W+AF8-OpportunityHistory.17327,77507,Qualification,Pipeline,2015+AC0-11+AC0-20,2015+AC0-09+AC0-19 00:00:00,W+AF8-Opportunity.2540
W+AF8-OpportunityHistory.17326,77507,Proposal/Quote,Pipeline,2015+AC0-11+AC0-20,2015+AC0-10+AC0-06 00:00:00,W+AF8-Opportunity.2540
W+AF8-OpportunityHistory.17325,77507,Closed Lost,Omitted,2015+AC0-11+AC0-20,2015+AC0-11+AC0-20 00:00:00,W+AF8-Opportunity.2540
W+AF8-OpportunityHistory.17324,36500,Qualification,Pipeline,2016+AC0-01+AC0-16,2015+AC0-11+AC0-03 00:00:00,W+AF8-Opportunity.2707
W+AF8-OpportunityHistory.17323,36500,Proposal/Quote,Pipeline,2016+AC0-01+AC0-16,2015+AC0-11+AC0-22 00:00:00,W+AF8-Opportunity.2707
W+AF8-OpportunityHistory.17322,31500,Proposal/Quote,Pipeline,2016+AC0-01+AC0-16,2015+AC0-11+AC0-27 00:00:00,W+AF8-Opportunity.2707
W+AF8-OpportunityHistory.17321,31500,Proposal/Quote,Pipeline,2016+AC0-01+AC0-31,2015+AC0-12+AC0-06 00:00:00,W+AF8-Opportunity.2707
W+AF8-OpportunityHistory.17320,31500,Closed Lost,Omitted,2016+AC0-01+AC0-31,2016+AC0-01+AC0-12 00:00:00,W+AF8-Opportunity.2707
W+AF8-OpportunityHistory.17319,31500,Needs Analysis,Commit,2016+AC0-01+AC0-31,2016+AC0-01+AC0-29 00:00:00,W+AF8-Opportunity.2707
W+AF8-OpportunityHistory.17318,31500,Closed Lost,Omitted,2016+AC0-01+AC0-31,2016+AC0-01+AC0-31 00:00:00,W+AF8-Opportunity.2707
W+AF8-OpportunityHistory.17317,12576,Qualification,Pipeline,2017+AC0-06+AC0-06,2017+AC0-04+AC0-08 00:00:00,W+AF8-Opportunity.2775
W+AF8-OpportunityHistory.17316,12576,Negotiation,Commit,2017+AC0-06+AC0-06,2017+AC0-04+AC0-20 00:00:00,W+AF8-Opportunity.2775
W+AF8-OpportunityHistory.17315,12576,Negotiation,Commit,2017+AC0-05+AC0-01,2017+AC0-04+AC0-21 00:00:00,W+AF8-Opportunity.2775
W+AF8-OpportunityHistory.17314,12576,Closed Won,Closed,2017+AC0-05+AC0-01,2017+AC0-05+AC0-01 00:00:00,W+AF8-Opportunity.2775
W+AF8-OpportunityHistory.17313,104000,Qualification,Pipeline,2016+AC0-05+AC0-20,2016+AC0-02+AC0-22 00:00:00,W+AF8-Opportunity.2819
W+AF8-OpportunityHistory.17312,104000,Negotiation,Pipeline,2016+AC0-05+AC0-20,2016+AC0-04+AC0-12 00:00:00,W+AF8-Opportunity.2819
W+AF8-OpportunityHistory.17311,100000,Negotiation,Pipeline,2016+AC0-05+AC0-20,2016+AC0-05+AC0-17 00:00:00,W+AF8-Opportunity.2819
W+AF8-OpportunityHistory.17310,100000,Closed Lost,Omitted,2016+AC0-05+AC0-20,2016+AC0-05+AC0-20 00:00:00,W+AF8-Opportunity.2819
W+AF8-OpportunityHistory.17309,0,Qualification,Pipeline,2016+AC0-09+AC0-12,2016+AC0-05+AC0-30 00:00:00,W+AF8-Opportunity.2879
W+AF8-OpportunityHistory.17308,0,Proposal/Quote,BestCase,2016+AC0-09+AC0-12,2016+AC0-07+AC0-01 00:00:00,W+AF8-Opportunity.2879
W+AF8-OpportunityHistory.17307,0,Proposal/Quote,BestCase,2016+AC0-08+AC0-12,2016+AC0-07+AC0-02 00:00:00,W+AF8-Opportunity.2879
W+AF8-OpportunityHistory.17306,0,Proposal/Quote,BestCase,2016+AC0-08+AC0-27,2016+AC0-07+AC0-16 00:00:00,W+AF8-Opportunity.2879
W+AF8-OpportunityHistory.17305,0,Closed Lost,Omitted,2016+AC0-08+AC0-27,2016+AC0-08+AC0-27 00:00:00,W+AF8-Opportunity.2879
W+AF8-OpportunityHistory.17304,500000,Qualification,Pipeline,2015+AC0-11+AC0-20,2015+AC0-09+AC0-04 00:00:00,W+AF8-Opportunity.2903
W+AF8-OpportunityHistory.17303,500000,Needs Analysis,Commit,2015+AC0-11+AC0-20,2015+AC0-09+AC0-24 00:00:00,W+AF8-Opportunity.2903
W+AF8-OpportunityHistory.17302,500000,Proposal/Quote,BestCase,2015+AC0-11+AC0-20,2015+AC0-10+AC0-10 00:00:00,W+AF8-Opportunity.2903
W+AF8-OpportunityHistory.17301,500000,Closed Lost,Omitted,2015+AC0-11+AC0-20,2015+AC0-11+AC0-20 00:00:00,W+AF8-Opportunity.2903
W+AF8-OpportunityHistory.17300,73000,Qualification,Pipeline,2016+AC0-02+AC0-07,2016+AC0-01+AC0-14 00:00:00,W+AF8-Opportunity.2971
W+AF8-OpportunityHistory.17299,73000,Proposal/Quote,Commit,2016+AC0-02+AC0-07,2016+AC0-01+AC0-28 00:00:00,W+AF8-Opportunity.2971
W+AF8-OpportunityHistory.17298,69000,Proposal/Quote,Commit,2016+AC0-02+AC0-07,2016+AC0-01+AC0-29 00:00:00,W+AF8-Opportunity.2971
W+AF8-OpportunityHistory.17297,69000,Closed Won,Closed,2016+AC0-02+AC0-07,2016+AC0-02+AC0-07 00:00:00,W+AF8-Opportunity.2971
W+AF8-OpportunityHistory.17296,13157,Qualification,Pipeline,2017+AC0-04+AC0-22,2017+AC0-01+AC0-22 00:00:00,W+AF8-Opportunity.2973
W+AF8-OpportunityHistory.17295,13157,Closed Lost,Omitted,2017+AC0-04+AC0-22,2017+AC0-02+AC0-28 00:00:00,W+AF8-Opportunity.2973
W+AF8-OpportunityHistory.17294,13157,Negotiation,Pipeline,2017+AC0-04+AC0-22,2017+AC0-03+AC0-05 00:00:00,W+AF8-Opportunity.2973
W+AF8-OpportunityHistory.17293,13157,Closed Lost,Omitted,2017+AC0-04+AC0-22,2017+AC0-03+AC0-29 00:00:00,W+AF8-Opportunity.2973
W+AF8-OpportunityHistory.17292,13157,Proposal/Quote,Commit,2017+AC0-04+AC0-22,2017+AC0-04+AC0-07 00:00:00,W+AF8-Opportunity.2973
W+AF8-OpportunityHistory.17291,13157,Closed Lost,Omitted,2017+AC0-04+AC0-22,2017+AC0-04+AC0-22 00:00:00,W+AF8-Opportunity.2973
W+AF8-OpportunityHistory.17290,310029,Qualification,Pipeline,2016+AC0-02+AC0-29,2016+AC0-01+AC0-31 00:00:00,W+AF8-Opportunity.2999
W+AF8-OpportunityHistory.17289,310029,Negotiation,Commit,2016+AC0-02+AC0-29,2016+AC0-02+AC0-03 00:00:00,W+AF8-Opportunity.2999
W+AF8-OpportunityHistory.17288,310029,Negotiation,Commit,2016+AC0-03+AC0-03,2016+AC0-02+AC0-15 00:00:00,W+AF8-Opportunity.2999
W+AF8-OpportunityHistory.17287,310029,Closed Lost,Omitted,2016+AC0-03+AC0-03,2016+AC0-03+AC0-03 00:00:00,W+AF8-Opportunity.2999
W+AF8-OpportunityHistory.17286,36809,Qualification,Pipeline,2016+AC0-02+AC0-22,2016+AC0-01+AC0-09 00:00:00,W+AF8-Opportunity.3214
W+AF8-OpportunityHistory.17285,36809,Closed Lost,Omitted,2016+AC0-02+AC0-22,2016+AC0-02+AC0-22 00:00:00,W+AF8-Opportunity.3214
W+AF8-OpportunityHistory.17284,95000,Qualification,Pipeline,2016+AC0-08+AC0-18,2016+AC0-05+AC0-29 00:00:00,W+AF8-Opportunity.3223
W+AF8-OpportunityHistory.17283,95000,Needs Analysis,BestCase,2016+AC0-08+AC0-18,2016+AC0-07+AC0-09 00:00:00,W+AF8-Opportunity.3223
W+AF8-OpportunityHistory.17282,100000,Needs Analysis,BestCase,2016+AC0-08+AC0-18,2016+AC0-07+AC0-18 00:00:00,W+AF8-Opportunity.3223
W+AF8-OpportunityHistory.17281,100000,Closed Lost,Omitted,2016+AC0-08+AC0-18,2016+AC0-08+AC0-01 00:00:00,W+AF8-Opportunity.3223
W+AF8-OpportunityHistory.17280,100000,Proposal/Quote,BestCase,2016+AC0-08+AC0-18,2016+AC0-08+AC0-17 00:00:00,W+AF8-Opportunity.3223
W+AF8-OpportunityHistory.17279,100000,Closed Lost,Omitted,2016+AC0-08+AC0-18,2016+AC0-08+AC0-18 00:00:00,W+AF8-Opportunity.3223
W+AF8-OpportunityHistory.17278,5000,Qualification,Pipeline,2016+AC0-02+AC0-28,2015+AC0-12+AC0-12 00:00:00,W+AF8-Opportunity.3277
W+AF8-OpportunityHistory.17277,5000,Needs Analysis,Commit,2016+AC0-02+AC0-28,2016+AC0-02+AC0-07 00:00:00,W+AF8-Opportunity.3277
W+AF8-OpportunityHistory.17276,5000,Closed Lost,Omitted,2016+AC0-02+AC0-28,2016+AC0-02+AC0-28 00:00:00,W+AF8-Opportunity.3277
W+AF8-OpportunityHistory.17275,200000,Qualification,Pipeline,2016+AC0-07+AC0-17,2016+AC0-05+AC0-02 00:00:00,W+AF8-Opportunity.3407
W+AF8-OpportunityHistory.17274,200000,Proposal/Quote,BestCase,2016+AC0-07+AC0-17,2016+AC0-05+AC0-14 00:00:00,W+AF8-Opportunity.3407
W+AF8-OpportunityHistory.17273,200000,Closed Lost,Omitted,2016+AC0-07+AC0-17,2016+AC0-06+AC0-06 00:00:00,W+AF8-Opportunity.3407
W+AF8-OpportunityHistory.17272,200000,Proposal/Quote,BestCase,2016+AC0-07+AC0-17,2016+AC0-06+AC0-09 00:00:00,W+AF8-Opportunity.3407
W+AF8-OpportunityHistory.17271,200000,Proposal/Quote,BestCase,2016+AC0-07+AC0-26,2016+AC0-07+AC0-16 00:00:00,W+AF8-Opportunity.3407
W+AF8-OpportunityHistory.17270,200000,Closed Lost,Omitted,2016+AC0-07+AC0-26,2016+AC0-07+AC0-26 00:00:00,W+AF8-Opportunity.3407
W+AF8-OpportunityHistory.17269,40000,Qualification,BestCase,2017+AC0-08+AC0-01,2017+AC0-05+AC0-10 00:00:00,W+AF8-Opportunity.3473
W+AF8-OpportunityHistory.17268,116279,Qualification,Pipeline,2017+AC0-02+AC0-17,2016+AC0-12+AC0-14 00:00:00,W+AF8-Opportunity.3490
W+AF8-OpportunityHistory.17267,116279,Closed Lost,Omitted,2017+AC0-02+AC0-17,2016+AC0-12+AC0-31 00:00:00,W+AF8-Opportunity.3490
W+AF8-OpportunityHistory.17266,116279,Proposal/Quote,Pipeline,2017+AC0-02+AC0-17,2017+AC0-01+AC0-16 00:00:00,W+AF8-Opportunity.3490
W+AF8-OpportunityHistory.17265,116279,Closed Lost,Omitted,2017+AC0-02+AC0-17,2017+AC0-02+AC0-17 00:00:00,W+AF8-Opportunity.3490
W+AF8-OpportunityHistory.17264,50000,Qualification,Pipeline,2017+AC0-06+AC0-05,2017+AC0-04+AC0-05 00:00:00,W+AF8-Opportunity.3549
W+AF8-OpportunityHistory.17263,50000,Closed Lost,Omitted,2017+AC0-06+AC0-05,2017+AC0-04+AC0-06 00:00:00,W+AF8-Opportunity.3549
W+AF8-OpportunityHistory.17262,50000,Negotiation,BestCase,2017+AC0-06+AC0-05,2017+AC0-05+AC0-06 00:00:00,W+AF8-Opportunity.3549
W+AF8-OpportunityHistory.17261,136373,Qualification,Pipeline,2015+AC0-12+AC0-13,2015+AC0-11+AC0-19 00:00:00,W+AF8-Opportunity.3616
W+AF8-OpportunityHistory.17260,136373,Negotiation,Commit,2015+AC0-12+AC0-13,2015+AC0-12+AC0-04 00:00:00,W+AF8-Opportunity.3616
W+AF8-OpportunityHistory.17259,132373,Negotiation,Commit,2015+AC0-12+AC0-13,2015+AC0-12+AC0-12 00:00:00,W+AF8-Opportunity.3616
W+AF8-OpportunityHistory.17258,132373,Closed Won,Closed,2015+AC0-12+AC0-13,2015+AC0-12+AC0-13 00:00:00,W+AF8-Opportunity.3616
W+AF8-OpportunityHistory.17257,50000,Qualification,Pipeline,2016+AC0-01+AC0-22,2015+AC0-12+AC0-03 00:00:00,W+AF8-Opportunity.3629
W+AF8-OpportunityHistory.17256,50000,Negotiation,Commit,2016+AC0-01+AC0-22,2015+AC0-12+AC0-18 00:00:00,W+AF8-Opportunity.3629
W+AF8-OpportunityHistory.17255,50000,Closed Lost,Omitted,2016+AC0-01+AC0-22,2016+AC0-01+AC0-22 00:00:00,W+AF8-Opportunity.3629
W+AF8-OpportunityHistory.17254,11400,Qualification,Pipeline,2016+AC0-02+AC0-22,2015+AC0-12+AC0-23 00:00:00,W+AF8-Opportunity.3662
W+AF8-OpportunityHistory.17253,11400,Needs Analysis,Pipeline,2016+AC0-02+AC0-22,2016+AC0-01+AC0-31 00:00:00,W+AF8-Opportunity.3662
W+AF8-OpportunityHistory.17252,1400,Needs Analysis,Pipeline,2016+AC0-02+AC0-22,2016+AC0-02+AC0-02 00:00:00,W+AF8-Opportunity.3662
W+AF8-OpportunityHistory.17251,1400,Needs Analysis,Pipeline,2016+AC0-03+AC0-21,2016+AC0-02+AC0-27 00:00:00,W+AF8-Opportunity.3662
W+AF8-OpportunityHistory.17250,1400,Closed Lost,Omitted,2016+AC0-03+AC0-21,2016+AC0-03+AC0-21 00:00:00,W+AF8-Opportunity.3662
W+AF8-OpportunityHistory.17249,95008,Qualification,Pipeline,2017+AC0-02+AC0-08,2016+AC0-11+AC0-04 00:00:00,W+AF8-Opportunity.3680
W+AF8-OpportunityHistory.17248,95008,Needs Analysis,Pipeline,2017+AC0-02+AC0-08,2016+AC0-11+AC0-13 00:00:00,W+AF8-Opportunity.3680
W+AF8-OpportunityHistory.17247,95008,Proposal/Quote,BestCase,2017+AC0-02+AC0-08,2016+AC0-12+AC0-20 00:00:00,W+AF8-Opportunity.3680
W+AF8-OpportunityHistory.17246,95008,Proposal/Quote,BestCase,2017+AC0-02+AC0-01,2017+AC0-01+AC0-04 00:00:00,W+AF8-Opportunity.3680
W+AF8-OpportunityHistory.17245,95008,Negotiation,BestCase,2017+AC0-02+AC0-01,2017+AC0-01+AC0-18 00:00:00,W+AF8-Opportunity.3680
W+AF8-OpportunityHistory.17244,95008,Closed Lost,Omitted,2017+AC0-02+AC0-01,2017+AC0-02+AC0-01 00:00:00,W+AF8-Opportunity.3680
W+AF8-OpportunityHistory.17243,50000,Qualification,Pipeline,2017+AC0-02+AC0-27,2016+AC0-12+AC0-22 00:00:00,W+AF8-Opportunity.3682
W+AF8-OpportunityHistory.17242,50000,Negotiation,Commit,2017+AC0-02+AC0-27,2017+AC0-02+AC0-06 00:00:00,W+AF8-Opportunity.3682
W+AF8-OpportunityHistory.17241,50000,Closed Lost,Omitted,2017+AC0-02+AC0-27,2017+AC0-02+AC0-27 00:00:00,W+AF8-Opportunity.3682
W+AF8-OpportunityHistory.17240,95000,Qualification,Pipeline,2017+AC0-02+AC0-22,2016+AC0-10+AC0-13 00:00:00,W+AF8-Opportunity.3685
W+AF8-OpportunityHistory.17239,95000,Negotiation,BestCase,2017+AC0-02+AC0-22,2016+AC0-10+AC0-29 00:00:00,W+AF8-Opportunity.3685
W+AF8-OpportunityHistory.17238,95000,Negotiation,BestCase,2017+AC0-01+AC0-26,2016+AC0-11+AC0-30 00:00:00,W+AF8-Opportunity.3685
W+AF8-OpportunityHistory.17237,95000,Negotiation,BestCase,2017+AC0-01+AC0-10,2016+AC0-12+AC0-15 00:00:00,W+AF8-Opportunity.3685
W+AF8-OpportunityHistory.17236,95000,Closed Lost,Omitted,2017+AC0-01+AC0-10,2017+AC0-01+AC0-10 00:00:00,W+AF8-Opportunity.3685
W+AF8-OpportunityHistory.17235,50000,Qualification,Pipeline,2015+AC0-11+AC0-06,2015+AC0-08+AC0-20 00:00:00,W+AF8-Opportunity.3722
W+AF8-OpportunityHistory.17234,50000,Closed Lost,Omitted,2015+AC0-11+AC0-06,2015+AC0-08+AC0-21 00:00:00,W+AF8-Opportunity.3722
W+AF8-OpportunityHistory.17233,50000,Proposal/Quote,BestCase,2015+AC0-11+AC0-06,2015+AC0-09+AC0-25 00:00:00,W+AF8-Opportunity.3722
W+AF8-OpportunityHistory.17232,50000,Closed Lost,Omitted,2015+AC0-11+AC0-06,2015+AC0-11+AC0-06 00:00:00,W+AF8-Opportunity.3722
W+AF8-OpportunityHistory.17231,391000,Qualification,Pipeline,2016+AC0-09+AC0-02,2016+AC0-08+AC0-17 00:00:00,W+AF8-Opportunity.3772
W+AF8-OpportunityHistory.17230,391000,Needs Analysis,Commit,2016+AC0-09+AC0-02,2016+AC0-08+AC0-23 00:00:00,W+AF8-Opportunity.3772
W+AF8-OpportunityHistory.17229,400000,Needs Analysis,Commit,2016+AC0-09+AC0-02,2016+AC0-09+AC0-02 00:00:00,W+AF8-Opportunity.3772
W+AF8-OpportunityHistory.17228,400000,Closed Lost,Omitted,2016+AC0-09+AC0-02,2016+AC0-09+AC0-02 00:00:00,W+AF8-Opportunity.3772
W+AF8-OpportunityHistory.17227,15000,Qualification,Pipeline,2016+AC0-07+AC0-27,2016+AC0-08+AC0-11 00:00:00,W+AF8-Opportunity.3835
W+AF8-OpportunityHistory.17226,15000,Proposal/Quote,Commit,2016+AC0-07+AC0-27,2016+AC0-08+AC0-14 00:00:00,W+AF8-Opportunity.3835
W+AF8-OpportunityHistory.17225,15000,Proposal/Quote,Commit,2016+AC0-08+AC0-26,2016+AC0-08+AC0-14 00:00:00,W+AF8-Opportunity.3835
W+AF8-OpportunityHistory.17224,15000,Proposal/Quote,Commit,2016+AC0-09+AC0-07,2016+AC0-08+AC0-15 00:00:00,W+AF8-Opportunity.3835
W+AF8-OpportunityHistory.17223,15000,Closed Lost,Omitted,2016+AC0-09+AC0-07,2016+AC0-09+AC0-07 00:00:00,W+AF8-Opportunity.3835
W+AF8-OpportunityHistory.17222,22302,Qualification,Pipeline,2015+AC0-11+AC0-30,2015+AC0-11+AC0-06 00:00:00,W+AF8-Opportunity.3961
W+AF8-OpportunityHistory.17221,22302,Negotiation,BestCase,2015+AC0-11+AC0-30,2015+AC0-11+AC0-27 00:00:00,W+AF8-Opportunity.3961
W+AF8-OpportunityHistory.17220,22302,Closed Won,Closed,2015+AC0-11+AC0-30,2015+AC0-11+AC0-30 00:00:00,W+AF8-Opportunity.3961
W+AF8-OpportunityHistory.17219,0,Qualification,Pipeline,2016+AC0-10+AC0-10,2016+AC0-08+AC0-31 00:00:00,W+AF8-Opportunity.4050
W+AF8-OpportunityHistory.17218,0,Qualification,BestCase,2016+AC0-10+AC0-10,2016+AC0-09+AC0-08 00:00:00,W+AF8-Opportunity.4050
W+AF8-OpportunityHistory.17217,0,Needs Analysis,Pipeline,2016+AC0-10+AC0-10,2016+AC0-09+AC0-11 00:00:00,W+AF8-Opportunity.4050
W+AF8-OpportunityHistory.17216,0,Needs Analysis,Pipeline,2016+AC0-11+AC0-02,2016+AC0-09+AC0-28 00:00:00,W+AF8-Opportunity.4050
W+AF8-OpportunityHistory.17215,0,Proposal/Quote,BestCase,2016+AC0-11+AC0-02,2016+AC0-09+AC0-29 00:00:00,W+AF8-Opportunity.4050
W+AF8-OpportunityHistory.17214,0,Closed Won,Closed,2016+AC0-11+AC0-02,2016+AC0-11+AC0-02 00:00:00,W+AF8-Opportunity.4050
W+AF8-OpportunityHistory.17213,32000,Qualification,BestCase,2017+AC0-08+AC0-19,2017+AC0-05+AC0-28 00:00:00,W+AF8-Opportunity.4103
W+AF8-OpportunityHistory.17212,22065,Qualification,Pipeline,2016+AC0-10+AC0-19,2016+AC0-07+AC0-25 00:00:00,W+AF8-Opportunity.4126
W+AF8-OpportunityHistory.17211,22065,Needs Analysis,Commit,2016+AC0-10+AC0-19,2016+AC0-07+AC0-30 00:00:00,W+AF8-Opportunity.4126
W+AF8-OpportunityHistory.17210,22065,Needs Analysis,Commit,2016+AC0-09+AC0-25,2016+AC0-08+AC0-05 00:00:00,W+AF8-Opportunity.4126
W+AF8-OpportunityHistory.17209,27065,Needs Analysis,Commit,2016+AC0-09+AC0-25,2016+AC0-08+AC0-26 00:00:00,W+AF8-Opportunity.4126
W+AF8-OpportunityHistory.17208,27065,Closed Lost,Omitted,2016+AC0-09+AC0-25,2016+AC0-09+AC0-25 00:00:00,W+AF8-Opportunity.4126
W+AF8-OpportunityHistory.17207,0,Qualification,Pipeline,2017+AC0-05+AC0-05,2017+AC0-02+AC0-05 00:00:00,W+AF8-Opportunity.4129
W+AF8-OpportunityHistory.17206,0,Proposal/Quote,Pipeline,2017+AC0-05+AC0-05,2017+AC0-04+AC0-05 00:00:00,W+AF8-Opportunity.4129
W+AF8-OpportunityHistory.17205,0,Closed Lost,Omitted,2017+AC0-05+AC0-05,2017+AC0-05+AC0-05 00:00:00,W+AF8-Opportunity.4129
W+AF8-OpportunityHistory.17204,255000,Qualification,Pipeline,2016+AC0-01+AC0-26,2015+AC0-10+AC0-30 00:00:00,W+AF8-Opportunity.4156
W+AF8-OpportunityHistory.17203,255000,Qualification,BestCase,2016+AC0-01+AC0-26,2015+AC0-11+AC0-26 00:00:00,W+AF8-Opportunity.4156
W+AF8-OpportunityHistory.17202,255000,Needs Analysis,Commit,2016+AC0-01+AC0-26,2015+AC0-12+AC0-19 00:00:00,W+AF8-Opportunity.4156
W+AF8-OpportunityHistory.17201,250000,Needs Analysis,Commit,2016+AC0-01+AC0-26,2016+AC0-01+AC0-21 00:00:00,W+AF8-Opportunity.4156
W+AF8-OpportunityHistory.17200,250000,Closed Lost,Omitted,2016+AC0-01+AC0-26,2016+AC0-01+AC0-26 00:00:00,W+AF8-Opportunity.4156
W+AF8-OpportunityHistory.17199,30000,Qualification,Pipeline,2016+AC0-11+AC0-26,2016+AC0-09+AC0-25 00:00:00,W+AF8-Opportunity.4173
W+AF8-OpportunityHistory.17198,30000,Closed Lost,Omitted,2016+AC0-11+AC0-26,2016+AC0-10+AC0-10 00:00:00,W+AF8-Opportunity.4173
W+AF8-OpportunityHistory.17197,30000,Proposal/Quote,Pipeline,2016+AC0-11+AC0-26,2016+AC0-10+AC0-18 00:00:00,W+AF8-Opportunity.4173
W+AF8-OpportunityHistory.17196,30000,Closed Lost,Omitted,2016+AC0-11+AC0-26,2016+AC0-11+AC0-26 00:00:00,W+AF8-Opportunity.4173
W+AF8-OpportunityHistory.17195,32753,Qualification,Pipeline,2016+AC0-08+AC0-09,2016+AC0-05+AC0-10 00:00:00,W+AF8-Opportunity.4353
W+AF8-OpportunityHistory.17194,32753,Closed Lost,Omitted,2016+AC0-08+AC0-09,2016+AC0-05+AC0-12 00:00:00,W+AF8-Opportunity.4353
W+AF8-OpportunityHistory.17193,32753,Qualification,Commit,2016+AC0-08+AC0-09,2016+AC0-06+AC0-21 00:00:00,W+AF8-Opportunity.4353
W+AF8-OpportunityHistory.17192,38753,Qualification,Commit,2016+AC0-08+AC0-09,2016+AC0-07+AC0-08 00:00:00,W+AF8-Opportunity.4353
W+AF8-OpportunityHistory.17191,38753,Needs Analysis,BestCase,2016+AC0-08+AC0-09,2016+AC0-07+AC0-22 00:00:00,W+AF8-Opportunity.4353
W+AF8-OpportunityHistory.17190,38753,Closed Lost,Omitted,2016+AC0-08+AC0-09,2016+AC0-08+AC0-09 00:00:00,W+AF8-Opportunity.4353
W+AF8-OpportunityHistory.17189,70000,Qualification,Pipeline,2017+AC0-01+AC0-12,2016+AC0-12+AC0-07 00:00:00,W+AF8-Opportunity.4577
W+AF8-OpportunityHistory.17188,70000,Qualification,Pipeline,2017+AC0-01+AC0-12,2016+AC0-12+AC0-10 00:00:00,W+AF8-Opportunity.4577
W+AF8-OpportunityHistory.17187,70000,Qualification,Pipeline,2017+AC0-02+AC0-18,2016+AC0-12+AC0-29 00:00:00,W+AF8-Opportunity.4577
W+AF8-OpportunityHistory.17186,61000,Qualification,Pipeline,2017+AC0-02+AC0-18,2017+AC0-01+AC0-09 00:00:00,W+AF8-Opportunity.4577
W+AF8-OpportunityHistory.17185,65000,Qualification,Pipeline,2017+AC0-02+AC0-18,2017+AC0-01+AC0-18 00:00:00,W+AF8-Opportunity.4577
W+AF8-OpportunityHistory.17184,65000,Needs Analysis,BestCase,2017+AC0-02+AC0-18,2017+AC0-01+AC0-23 00:00:00,W+AF8-Opportunity.4577
W+AF8-OpportunityHistory.17183,65000,Closed Lost,Omitted,2017+AC0-02+AC0-18,2017+AC0-02+AC0-18 00:00:00,W+AF8-Opportunity.4577
W+AF8-OpportunityHistory.17182,35002,Qualification,Pipeline,2016+AC0-05+AC0-02,2016+AC0-02+AC0-04 00:00:00,W+AF8-Opportunity.4590
W+AF8-OpportunityHistory.17181,35002,Qualification,BestCase,2016+AC0-05+AC0-02,2016+AC0-02+AC0-17 00:00:00,W+AF8-Opportunity.4590
W+AF8-OpportunityHistory.17180,31002,Qualification,BestCase,2016+AC0-05+AC0-02,2016+AC0-03+AC0-28 00:00:00,W+AF8-Opportunity.4590
W+AF8-OpportunityHistory.17179,31002,Needs Analysis,BestCase,2016+AC0-05+AC0-02,2016+AC0-04+AC0-11 00:00:00,W+AF8-Opportunity.4590
W+AF8-OpportunityHistory.17178,31002,Closed Lost,Omitted,2016+AC0-05+AC0-02,2016+AC0-05+AC0-02 00:00:00,W+AF8-Opportunity.4590
W+AF8-OpportunityHistory.17177,1216,Qualification,Pipeline,2017+AC0-07+AC0-28,2017+AC0-05+AC0-09 00:00:00,W+AF8-Opportunity.4596
W+AF8-OpportunityHistory.17176,1216,Needs Analysis,Forecast,2017+AC0-07+AC0-28,2017+AC0-05+AC0-18 00:00:00,W+AF8-Opportunity.4596
W+AF8-OpportunityHistory.17175,232522,Qualification,Pipeline,2015+AC0-09+AC0-06,2015+AC0-08+AC0-07 00:00:00,W+AF8-Opportunity.4731
W+AF8-OpportunityHistory.17174,232522,Proposal/Quote,BestCase,2015+AC0-09+AC0-06,2015+AC0-08+AC0-24 00:00:00,W+AF8-Opportunity.4731
